Index,mol_min,NAME,Source,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization,DILI
820,OC=1[C@]2(O)[C@@H](C[C@H]3C(C2=O)=C(O)c2c(C3)c(N(C)C)ccc2O)[C@H](N(C)C)C(=O)C=1C(=O)N,minocycline hydrochloride;minocycline,Source Mulliner,67.397408,0,0,3,4,8,0,6,0,60,7,15,33,20,97.583176,1.6263863,0,0,23,0,0,27,0,3,7,0,0,1.7498753,-2.7735937,-0.55145115,0.53364068,2.8307769,-2.8690076,-0.4995077,0.5023151,2.7825699,-2.5365293,-0.34571731,0.71400213,3.0630157,35.69059,3,0.083333336,6,63,5,36,4,3,0.083333336,52,0,24.566031,18.786341,14.300965,15.411331,15.333035,10.504476,6.4383407,7.815515,4,0,0.79043078,12,0,-0.84918219,-0.4295252,0.024548391,3.1105726,-1.3705202,-0.38623658,0.055489037,3.1069536,-0.52340984,-0.20832831,0.17122646,3.3588195,26.074074,9.1414986,3.8049941,20.39813,7.0932708,2.9349134,4.3845296,10,6,1,1,-0.27500001,-2.4556201,11.599611,0,1,21,0,4,3,3,7.053,-7.053,3.4325898,-3.4325898,0.074353732,0.10893287,87.893578,32.859158,10.667059,25.696545,49.755211,12.949531,0,137.07573,0,0,0,0,40.700764,37.721279,0.67580825,0.49503431,0.18014851,0.32419175,0.50496566,0.14404325,294.19208,215.49777,78.422043,141.12679,219.82108,62.704742,0.5,1,7.053,-7.053,0.087338723,0.11881469,0.39601961,0.26602903,0.18014851,0.60398036,0.733971,0.42383188,172.39481,115.80745,78.422043,262.92404,319.51141,184.502,6,0,4,0.087338723,0.11881469,0.27272728,0.02997,86.791954,19.75832,75.568619,50.770454,15.192742,162.07173,0,40.529797,18.868406,8.0001755,11.85716,71.586647,53.894768,62.716358,27.211124,40.897362,73.023178,16.634007,131.58875,164.63,0.3512581,6.1699252,3.3213925,9.8463755,435.31885,578.77679,13.566921,0,0,17.742489,250.85773,29.86657,112.71094,457.483,2672,75,188,0.25121468,0,0.18750918,0,0.1,0,0,0,0,0,0,0.53872389,1,positive
821,s1cc(nc1N)CC(=O)Nc1ccc(cc1)CCNC[C@H](O)c1ccccc1,mirabegron,Source Mulliner,61.867031,0,0,3,5,4,0,17,0,52,4,8,28,20,84.145096,1.618175,0,0,21,0,0,24,0,4,2,0,1,1.2120413,-2.5962307,-0.64442372,0.69768965,2.5310462,-2.7269285,-0.54450524,0.68817472,2.5166144,-2.3227525,-0.49986199,0.85431087,2.7970068,31.454967,9,0.30000001,17,54,1,30,7,10,0.33333334,36,0,19.769375,16.28405,12.17928,13.940947,13.597357,10.003107,6.2783093,8.3240643,1,0,0.74436343,19,0,-0.84367955,-0.38941756,0.082493804,2.5518668,-1.3345221,-0.34537861,0.16445385,2.6192942,-0.51321357,-0.23022234,0.19745232,2.8286102,22.68,12,7.9867673,17.505133,9.167099,6.0567021,5.7311172,6,5,1,0,2.3,-4.12884,11.40533,1,1,17,1,3,9,0,5.974,-5.974,2.4991059,-2.4991059,0.092443705,0.15442151,60.714516,73.692116,25.857038,28.379631,23.273705,0,0,50.820526,100.01529,0,0,0,25.900616,8.0413227,0.8557691,0.46579328,0.085561857,0.1442309,0.53420669,0.058669049,339.47913,184.77776,33.94194,57.215641,211.91701,23.273705,0.47368422,0.89999998,5.974,-5.974,0.095246069,0.15065283,0.6348598,0.46041632,0.085561857,0.36514023,0.53958368,0.27957836,251.84555,182.64473,33.94194,144.84921,214.05002,110.90727,10,0,3,0.095246069,0.15065283,1,2.86764,76.293167,40.055065,23.862217,36.879158,9.1278973,37.736813,0,174.60468,6.4686494,34.535183,11.33886,23.862217,42.170757,18.01075,15.596547,21.268244,245.23866,42.137939,31.277687,100.27,0.38983503,5.9068904,4.0277715,9.2525644,396.69476,532.69006,19.249496,0,0,23.425066,278.31232,26.116156,61.924061,396.51498,2740,35,138,0.014491681,0,0.69446975,1,0.2,0,1,0,1,0,1,2.9089615,1,positive
822,OC(=O)C(Cc1ccccc1)CC(=O)N1CC2C(CCCC2)C1,mitiglinide,Source Mulliner,53.615826,0,0,1,2,3,0,6,0,48,2,5,23,17,66.516289,1.3857559,0,0,19,0,0,25,0,1,3,0,0,1.5029873,-2.7906318,-0.56167281,0.61486048,2.840203,-2.7035263,-0.46115431,0.64361227,2.8987255,-2.5447171,-0.42655629,0.75547868,3.0975478,31.226175,6,0.23999999,6,50,2,25,4,6,0.23999999,42,0,16.233841,13.48658,11.775657,12.656489,11.13103,8.677206,7.1892886,8.2491493,3,3,0.70492828,12,0,-0.85756582,-0.3993203,0.06565319,2.8623044,-0.97036254,-0.33091441,0.11909721,2.8940351,-0.53207821,-0.21689951,0.16978161,3.0926349,17.811199,8.3927336,4.7593293,14.35271,6.6922889,3.7648628,4.1761947,4,1,1,0,2.6659999,-3.0050499,9.0377369,0,1,16,1,3,6,0,3.3440001,-3.3440001,1.8142539,-1.8142539,0.14523087,0.18832371,116.1283,21.326929,0,0,23.273705,14.708499,0,28.312479,78.677147,0,0,0,27.133842,7.7675405,0.77032131,0.44714242,0.10998505,0.22967871,0.55285758,0.11969366,244.44485,141.89101,34.901382,72.883583,175.43742,37.982204,0.5,1,3.3440001,-3.3440001,0.19706938,0.19736843,0.6871751,0.31003979,0.10998505,0.3128249,0.68996024,0.20283985,218.0602,98.384438,34.901382,99.268234,218.944,64.366852,6,0,3,0.19706938,0.19736843,0.60869563,2.96857,0,16.128561,47.724434,62.264381,16.417963,18.868406,0,88.215919,94.342026,0,8.7916803,47.724434,3.1243138,38.617615,3.185575,0,201.42636,49.883404,0,57.610001,0.45137304,5.643856,3.3807287,8.748312,317.32843,447.43985,13.566921,0,0,0,223.32661,27.65803,40.700764,315.41299,1269,32,118,0.046457812,0,0.12934966,0,0.1,0,0,0,0,0,0,0.27580747,0,negative
823,N(/N=C(/N)\N)=C(/C=N/N=C(/N)\N)\C,mitoguazone,Source Mulliner,25.601517,0,0,2,3,4,0,0,0,25,4,8,13,1,37.467213,1.4986886,0,0,5,0,0,12,0,8,0,0,0,3.2794812,-2.2235737,-0.11466081,0.2948575,2.2217307,-2.6453533,-0.2294334,0.2142,2.2184079,-1.9202317,0.086268432,0.47966561,2.5290725,13.118484,3,0.25,0,24,4,12,2,3,0.25,20,0,10.267585,7.1756058,3.0773504,3.4391575,6.0197444,3.2723949,0.78867513,0.98559856,0,0,0.7977407,9,0,-0.83600819,-0.31861523,-0.0012467974,1.9401515,-1.3839948,-0.41531569,0.054200001,1.8885703,-0.46676707,-0.063730001,0.1774082,2.2514815,13,7.4081631,9.9173555,7.9086676,4.2945151,5.5145135,2.612607,8,8,1,1,0.56,-1.01626,4.4800196,0,1,4,1,0,3,1,5.1999998,-5.1999998,2.0228527,-2.0228527,0.10505787,0.18223415,12.796158,27.710854,0,68.952103,31.363148,0,0,18.747677,0,28.263119,9.4210396,0,0,26.604477,0.74105245,0.37093201,0.11884502,0.25894752,0.62906796,0.14010251,165.89095,83.036316,26.604477,57.967625,140.82227,31.363148,0.44444445,0.80000001,5.1999998,-5.1999998,0.10576923,0.16346154,0.15996359,0.28718415,0.28718415,0.84003639,0.71281582,0.55285227,35.809223,64.288635,64.288635,188.04936,159.56995,123.76072,5,1,0,0.10576923,0.16346154,1,-2.1050999,131.58875,6.5549331,17.214357,0,0,66.652031,0,0,0,33.326015,5.3220601,0,66.652031,0,0,131.58875,0,6.5549331,50.540371,153.52,0.5894835,4.5849624,3.049191,7.037127,223.85858,230.91087,37.684158,0,0,70.969955,29.408449,58.362206,108.65411,184.207,314,11,52,0.25704417,0,0.0051106997,0,0,0,0,0,0,0,0,0.26215488,1,positive
824,Oc1c2c(c(\N=C\CNCCO)ccc2NCCNCCO)c(O)c2c1c(O)ccc2O,mitoxantrone hydrochloride;mitoxantrone,Source Mulliner,66.602203,0,0,3,5,9,0,14,0,60,9,18,32,21,98.190224,1.6365038,0,0,22,0,0,28,0,4,6,0,0,1.7285397,-2.5969608,-0.72515899,0.76611185,2.51001,-2.7877445,-0.70260465,0.67970264,2.5677981,-2.3156383,-0.56571168,0.87841451,2.7865679,33.909798,11,0.32352942,16,62,1,34,8,11,0.32352942,45,0,23.087212,17.466993,12.836499,14.258784,15.506437,10.256071,6.2296157,7.9663267,0,0,0.76929736,17,0,-0.84297168,-0.44414607,0.16955636,2.7384698,-1.1540816,-0.33923179,0.12831187,2.9194212,-0.51517487,-0.24073642,0.25634032,3.0512488,26.602076,13.185255,6.3720703,21.184158,10.418149,5.0071082,6.8968663,10,9,1,1,0.42300001,-2.77494,11.827441,1,1,17,0,3,11,3,7.3860002,-7.3860002,3.5214496,-3.5214496,0.061726019,0.11181627,140.89511,108.82469,25.857038,0,61.945034,0,0,49.019615,0,0,0,0,5.8194671,46.879025,0.73899567,0.23157752,0.11997654,0.2610043,0.76842248,0.14102778,324.59647,101.71811,52.69849,114.64352,337.52188,61.945034,0.47058824,0.8888889,7.3860002,-7.3860002,0.060926076,0.12185215,0.42375305,0.23157752,0.11997654,0.57624692,0.76842248,0.4562704,186.12929,101.71811,52.69849,253.11069,337.52188,200.4122,9,0,3,0.060926076,0.12185215,0.375,1.0934,188.33286,18.01075,17.214357,134.05042,0,16.78553,0,80.864594,0,26.487207,12.46659,0,169.09689,36.0215,20.973713,33.816105,70.572739,134.05042,17.214357,169.83,0.35236704,6.0874629,3.6855123,9.7179117,439.23999,577.78436,5.6825762,0,0,5.6825762,264.9158,20.299505,104.13183,444.48798,2996,55,160,0.62385499,1,0.16216402,0,0.2,0,0,0,0,0,1,0.98601902,1,positive
825,O=C1N(NC(=O)C1CCCC)c1ccccc1,mofebutazone,Source Mulliner,37.352688,1,0,0,1,2,0,6,0,33,1,3,17,11,50.359291,1.5260391,0,0,13,0,0,16,0,2,2,0,0,1.9207423,-2.6089952,-0.59583843,0.6266678,2.6712339,-2.5375719,-0.53684491,0.71232957,2.7198105,-2.3750346,-0.41765735,0.77025902,2.914572,20.727312,4,0.22222222,6,34,2,18,6,4,0.22222222,26,0,12.250712,9.8491325,8.0854216,8.9662552,8.2363825,5.9324574,4.6033888,5.5985184,1,1,0.72201771,10,0,-0.84675562,-0.39571387,0.067524672,2.5057681,-1.2063433,-0.32601538,0.14198174,2.5312622,-0.53015095,-0.21867697,0.17252776,2.7590346,13.432098,6.25,3.0625,9.6168928,4.3722186,2.1029308,2.4733622,4,1,1,0,2.2249999,-3.5436599,6.6241794,0,1,11,1,2,4,0,2.497,-2.497,1.4798,-1.4798,0.17468569,0.18289647,42.653858,28.026482,0,8.6190128,0,25.899061,0,33.211121,72.915016,0,0,0,31.009195,0,0.76516575,0.56589448,0.1279607,0.23483422,0.43410552,0.10687353,185.42549,137.13533,31.009195,56.908257,105.19842,25.899061,0.5,1,2.497,-2.497,0.22787344,0.22827393,0.72959906,0.38081247,0.1279607,0.27040094,0.61918753,0.14244023,176.80647,92.283714,31.009195,65.527267,150.05003,34.518074,5,0,2,0.22787344,0.22827393,1,1.8708,20.89002,10.517568,47.724434,0,4.4107962,0,0,88.215919,56.605217,36.082764,6.5085702,47.724434,0,25.300816,0,2.7567475,144.82114,10.517568,33.326015,49.41,0.54234898,5.1699252,2.9888959,7.8704925,242.33376,321.71371,27.133842,0,0,9.4210396,164.7845,25.899061,36.554882,232.28299,527,24,84,0.2819407,0,0.10579123,0,0,0,0,0,0,0,0,0.38773194,1,positive
826,OC(=O)/C(=C/C(O)=O)/CC,monoethylfumarate,Source Mulliner,19.102345,0,0,2,2,4,0,0,0,18,4,8,10,4,27.548876,1.530493,0,0,6,0,0,8,0,0,4,0,0,3.6704559,-2.3998096,-0.5343684,0.50532722,2.405304,-2.3128035,-0.50292993,0.46829569,2.5149894,-2.159339,-0.33278468,0.63206202,2.6555068,10.661656,3,0.33333334,0,17,3,9,3,3,0.33333334,14,0,8.1462641,5.4953809,3.784457,4.1462646,4.5745859,2.7434723,1.8880104,2.2651849,0,0,0.82844597,5,0,-0.75956398,-0.48370409,0.11583215,2.0200732,-0.87643278,-0.40368405,0.069549926,2.0541255,-0.51221257,-0.24091531,0.22269413,2.2568271,10,4.7603307,4.48,7.4767003,3.4295368,3.1301475,2.564162,4,2,1,0,0.463,-0.62020999,3.4327824,0,1,1,1,0,3,0,2.7,-2.7,1.2612519,-1.2612519,0.22785853,0.25999641,35.790375,4.2653861,0,0,20.648346,29.416998,0,8.701313,18.747677,0,0,0,27.133842,15.535081,0.42127538,0.43758327,0.26628298,0.57872462,0.56241673,0.31244165,67.504753,70.117912,42.668922,92.734268,90.121101,50.065342,0.40000001,0.66666669,2.7,-2.7,0.26148149,0.24074075,0.42127538,0.35654467,0.26628298,0.57872462,0.64345533,0.31244165,67.504753,57.132366,42.668922,92.734268,103.10665,50.065342,3,0,0,0.26148149,0.24074075,0,0.49200001,0,15.490929,47.724434,50.770454,0,3.185575,0,17.643185,18.868406,33.326015,3.3645599,47.724434,0,50.770454,3.185575,0,36.511589,15.490929,33.326015,74.599998,0.68007702,4.1699252,2.2953763,6.3256397,160.23901,173.97151,0,0,0,0,63.233978,29.416998,54.267685,144.12599,127,10,40,0.29603431,0,0.0034861311,0,0,0,0,0,0,0,0,0.29952043,1,positive
827,Clc1nc(nc(OC)c1NC=1NCCN=1)C,moxonidine,Source Mulliner,32.323517,1,1,0,0,3,0,6,0,28,2,5,16,6,51.447422,1.8374079,0,0,9,1,0,12,0,5,1,0,0,1.9412476,-2.3924232,-0.36693561,0.36871025,2.4778178,-2.6166394,-0.29355332,0.43757787,2.3844502,-2.1279593,-0.11684354,0.54079479,2.7651634,20.734484,2,0.11764706,6,29,1,17,2,3,0.17647059,22,0,11.543606,9.7979965,5.9142137,6.3009648,7.7027087,5.2171345,1.5,1.7440169,0,0,0.84030539,8,0,-0.84436125,-0.41222042,0.039187998,2.2677014,-1.1700944,-0.42557523,0.15207312,2.3098931,-0.50484407,-0.13855599,0.18270259,2.5550468,12.456747,5.5576558,3.0297265,10.079264,4.4282856,2.3862703,2.7896161,6,2,1,0,0.597,-1.97414,6.0283689,0,1,11,1,2,3,0,3.845,-3.845,1.7443836,-1.7443836,0.11338957,0.20296745,50.986141,43.050026,17.890114,54.87989,0,0,0,18.747677,29.581947,0,0,11.365152,5.6825762,2.7775381,0.91562319,0.29006886,0.084376819,0.084376819,0.70993114,0,215.13579,68.154892,19.825266,19.825266,166.80617,0,0.5,1,3.845,-3.845,0.14304291,0.2130039,0.41574138,0.2102783,0.084376819,0.58425862,0.78972167,0.4998818,97.683037,49.407215,19.825266,137.27803,185.55385,117.45276,4,0,2,0.14304291,0.2130039,1,0.81812,29.010639,53.480904,0,36.879158,2.3279202,52.169399,3.0717793,0,0,80.046005,6.2258401,0,61.356476,18.01075,10.2143,20.767498,0,38.778248,107.85853,71.43,0.56510133,5.0874629,2.799556,7.7123823,234.96106,287.61209,17.047728,0,0,11.365152,141.94739,51.336182,28.41288,241.68199,432,21,80,0.52593327,1,0.11000038,0,0,0,0,0,0,0,1,0.63593364,1,positive
828,OC(C(NC(=O)C)C=O)C(O)C(O)CO,n-acetyl-d-glucosamine,Source Mulliner,29.993895,0,0,2,4,6,0,0,0,30,5,11,15,6,49.093582,1.6364528,0,0,8,0,0,15,0,1,6,0,0,4.3011255,-2.6338584,-0.58354032,0.64898139,2.6992204,-2.8677573,-0.67415899,0.50049281,2.4701085,-2.4232101,-0.44380128,0.73105526,2.897568,18.974106,6,0.42857143,0,29,2,14,8,7,0.5,27,0,12.008072,8.1992092,5.0938582,5.3009648,6.9339581,4.3109074,2.2415817,2.3938468,4,4,0.84410578,8,0,-0.81658506,-0.42940477,0.1310785,2.4540687,-1.1631452,-0.50907892,-0.0035755301,2.2782481,-0.52590585,-0.25349936,0.20227113,2.6529725,15,7.3024693,5.04,12.707746,6.1075602,4.1711841,5.1742215,7,5,1,0,-2.994,1.00714,5.0092096,0,1,0,1,0,6,0,4.5900002,-4.5900002,2.4691141,-2.4691141,0.088478453,0.15891373,31.543835,40.54361,40.631016,8.6190128,54.246223,0,0,0,0,0,0,0,27.133842,31.207052,0.5187034,0.24940044,0.24940044,0.48129663,0.75059956,0.23189619,121.33747,58.340893,58.340893,112.58711,175.58369,54.246223,0.5,1,4.5900002,-4.5900002,0.12396514,0.15904139,0.26248431,0.24940044,0.24940044,0.73751569,0.75059956,0.48811525,61.401539,58.340893,58.340893,172.52306,175.58369,114.18216,4,1,0,0.12396514,0.15904139,1,-3.2349999,119.55166,5.2587838,91.257568,20.926258,0,0,0,0,0,33.326015,4.87749,47.724434,101.54091,18.01075,23.387917,0,0,26.185041,53.471233,127.09,0.54200274,4.8073549,2.8071992,7.528039,233.92459,262.06311,27.133842,0,0,5.6825762,83.54203,35.008007,87.084099,221.209,384,20,64,0.42346919,0,0.010501903,0,0,0,1,0,0,0,0,1.433971,0,negative
829,P(OCC1OC(N2C=C(CC=C2)C(=O)N)C(O)C1O)(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)(O)=O)(O)=O,nadh,Source Mulliner,82.485001,0,0,3,5,16,0,9,0,73,10,26,44,14,143.78262,1.969625,0,0,21,0,0,29,0,7,14,2,0,1.0915767,-2.5416155,-0.65490651,0.74972612,2.7824373,-2.7291918,-0.71699876,0.54087543,2.7153766,-2.3364396,-0.49465668,0.84528714,2.9816484,65.717003,11,0.22916667,10,77,3,48,10,11,0.22916667,64,0,31.973963,24.150192,12.126874,13.162408,20.671141,15.73109,4.9503069,5.6329932,10,10,0.93759328,22,0,-0.81864876,-0.41300192,0.18115029,2.8388574,-1.3704982,-0.48078561,0.054200001,2.8014081,-0.52647197,-0.24209468,0.23993358,3.0605094,35.310764,14.233815,8.0137396,31.605696,12.706334,7.1405177,9.1271029,21,10,0,3,-6.0099401,-1.4120899,14.673033,1,1,26,0,5,13,6,13.532,-13.529,5.9456639,-5.9456639,0.073246837,0.065003037,27.800856,76.821831,124.95828,58.472874,54.246223,0,37.426136,42.193146,19.083092,31.458273,0,17.047728,49.409496,42.728794,0.65467292,0.34715322,0.18771878,0.34532711,0.65284681,0.15760832,380.78836,201.92053,109.18602,200.85838,379.7262,91.672356,0.5,1,13.532,-13.529,0.11188295,0.066523761,0.25646186,0.33599046,0.27461237,0.74353814,0.66400951,0.4689258,149.1702,195.42775,159.72739,432.47653,386.21896,272.74915,11,0,5,0.11188295,0.066523761,1,-4.7312999,254.81674,60.638779,107.40034,41.852516,0,3.185575,0,89.502403,24.908228,35.717602,14.05846,107.41615,199.53484,0,54.077114,39.084553,137.40855,47.111301,33.389683,317.62,0.284639,6.5849624,4.2634182,10.597084,581.64673,709.73846,44.954105,0,0,35.484978,175.99216,155.06508,197.62331,665.44598,8150,74,242,0.1663719,0,0.63085401,1,0.1,0,0,0,2,1,2,2.8972259,0,negative
830,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CCCCCCCCC)[C@]4(CC3)C)CCC2=C1,nandrolone decanoate,Source Mulliner_Chen,81.024895,0,0,2,3,2,0,0,0,75,0,2,31,26,87.585587,1.1678078,0,0,28,0,0,44,0,0,3,0,0,1.2489032,-2.9294903,-0.48780096,0.41938379,2.9496598,-2.8501794,-0.41000226,0.42985576,3.0248928,-2.6745827,-0.32358077,0.59443903,3.2013078,51.933109,9,0.2647059,0,78,3,34,10,10,0.29411766,75,0,21.846724,20.002556,18.777811,19.139618,15.025023,13.454012,12.605937,13.053826,6,0,0.66003478,20,0,-0.80272818,-0.39229667,0.0068290983,3.2891932,-0.85167569,-0.28157812,0.026670389,3.3735013,-0.53793204,-0.21191959,0.12736532,3.513098,24.134949,10.950521,5.3994489,22.139332,10.0151,4.9274402,7.1525035,3,0,1,1,6.9039998,-8.3752298,12.649731,0,1,20,1,4,9,1,0,0,1.8341209,-1.8341209,0.14308284,0.16973931,196.54884,13.4357,0,8.458519,0,14.708499,0,81.86541,91.911774,0,0,0,27.133842,2.503756,0.89842069,0.46594244,0.067887962,0.10157929,0.53405756,0.033691328,392.22025,203.41478,29.637598,44.346096,233.15157,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,436.56635,0,0,0,436.56635,0,10,1,4,0,0,1,7.1806998,0,13.433075,65.19297,0,17.643185,3.185575,0,17.643185,301.8945,66.652031,12.4583,58.724319,0,17.643185,9.6542244,0,319.53766,13.433075,66.652031,43.369999,0.36875206,6.0874629,3.9529152,9.5569382,436.56635,649.44604,27.133842,0,0,0,347.06253,25.670774,27.133842,428.65698,3140,52,164,0.22888599,0,0.66446483,1,0.8999999761581421,1,0,0,0,0,2,1.7933508,1,positive
831,O1[C@@H](C\C=C/C=C\C=C\C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)C[C@H]2O[C@@H]2\C=C/C1=O)C,natamycin,Source Mulliner,100.94527,0,0,3,5,13,0,0,0,94,8,21,47,29,140.49495,1.4946271,0,0,33,0,0,47,0,1,13,0,0,1.469545,-2.7777286,-0.54506147,0.61087728,2.8393874,-2.9567842,-0.5552876,0.60519272,2.7598233,-2.5677989,-0.40074861,0.69408071,3.040858,62.216728,3,0.059999999,0,97,7,50,4,3,0.059999999,90,0,34.302391,26.432961,20.31459,21.766855,22.257547,15.887268,11.371811,13.110957,14,0,0.77733016,19,0,-0.82156169,-0.40060842,0.093275301,3.1381865,-1.3638108,-0.37225741,0.11589554,3.1000347,-0.53071463,-0.2256435,0.18883052,3.3434079,39.7808,18.478476,11.5,35.084373,16.250864,10.093399,12.130879,14,8,0,3,1.475,-3.40482,16.617352,1,1,36,0,3,20,4,10.435,-10.435,5.4415274,-5.4415274,0.052672699,0.071950421,119.57172,136.22388,27.047884,12.263453,61.945034,29.416998,0,58.451572,98.03923,0,0,0,27.133842,65.775139,0.71020591,0.39221898,0.14611346,0.28979412,0.60778105,0.14368065,451.59775,249.39978,92.908981,184.27101,386.46896,91.362038,0.36842105,0.58333331,10.435,-10.435,0.067656927,0.094873026,0.55860752,0.34655413,0.18465884,0.44139248,0.65344584,0.25673366,355.20105,220.36295,117.41879,280.66769,415.5058,163.2489,12,1,4,0.067656927,0.094873026,0.4893617,0.1197,159.82332,15.490929,179.91884,25.385227,4.4107962,0,0,176.43184,94.342026,66.652031,16.515921,102.72387,126.92613,29.796022,77.194962,32.897186,270.77386,15.490929,66.652031,230.99001,0.26595098,6.643856,3.9530325,10.870128,635.86877,856.4353,23.581945,0,0,0,389.43759,47.737797,136.29288,665.73297,8388,75,242,0.15451615,0,0.85108805,1,0.1,0,2,1,1,0,2,3.1056042,0,negative
832,O=C(NNCCC(=O)NCc1ccccc1)c1ccncc1,nialamide,Source Mulliner_Chen,46.166275,0,0,1,2,4,0,12,0,40,3,7,22,14,63.818474,1.5954618,0,0,16,0,0,18,0,4,2,0,0,1.4664145,-2.5191798,-0.62186986,0.69756138,2.4961195,-2.7506878,-0.53807992,0.75328451,2.4419222,-2.2491667,-0.49986199,0.85431087,2.7536864,23.573727,7,0.30434781,12,41,2,23,5,9,0.39130434,27,0,15.62311,12.081182,9.3174725,10.794683,10.75402,6.9935603,4.6118073,6.2828231,0,0,0.73245895,15,0,-0.8653878,-0.3896147,0.096798331,2.3780763,-1.2845846,-0.3792752,0.16445385,2.3926845,-0.50764668,-0.21605732,0.19305076,2.6433895,18.340265,10.714286,7.421875,12.535757,7.1780109,4.9002514,4.0900817,6,3,1,0,0.87300003,-1.79255,8.558054,0,1,12,1,2,7,0,0,0,2.0634811,-2.0634811,0.12895285,0.17055239,87.847878,46.919247,8.6190128,17.238026,12.949531,12.949531,0,26.718348,61.274521,0,0,3.8753545,36.691772,0.13689101,0.78870928,0.40827626,0.12912887,0.2112907,0.59172374,0.082161836,248.61703,128.69688,40.704018,66.603081,186.52322,25.899061,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,315.22012,0,0,0,315.22012,0,8,1,2,0,0,1,1.2889,53.787209,27.303097,23.862217,18.439579,30.233366,0,0,157.931,18.868406,18.439579,8.2816601,47.724434,16.78553,53.787209,6.37115,0,195.23898,28.957146,0,83.120003,0.4530769,5.523562,3.7081673,8.562397,315.22012,407.32111,32.816418,0,0,15.103616,212.08305,25.899061,57.341072,298.34601,1383,26,102,0.31653678,0,0.52207333,1,0,0,0,0,0,0,1,0.83861011,1,positive
