Index_1777,Index,Index_final,Index_initial,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
1538,836,834,2418,S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2,Piroxicam,,,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,1,LiuZ_Pfizer,severe hepatotoxic,0,LiuZ_OBrien,1,Ekins,I ,0,Rodgers,0,1,Chen,7/8,Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Rodgers  Chen,Positive,1,44.476311,0,0,2,3,5,0,12,0,36,2,7,23,13,66.653336,1.8514816,0,0,15,0,0,13,0,3,4,0,1,1.7427109,-2.4912086,-0.53632766,0.61303866,2.5193129,-2.5812948,-0.46898884,0.69763392,2.4857218,-2.1658525,-0.40577465,0.74482667,2.8603559,25.605692,2,0.079999998,12,38,2,25,2,3,0.12,24,0,16.61252,12.909933,8.6188021,10.120955,10.925557,8.1064777,3.8660254,5.5580783,0,0,0.83837754,11,0,-0.78812927,-0.42855343,0.069858745,2.5360105,-0.99780315,-0.4516533,0.14140089,2.5559616,-0.48331794,-0.19278681,0.1767478,2.8290689,17.811199,7.0869246,3.3833141,13.44,5.2739224,2.4913495,3.0818052,7,2,1,0,0.95599997,-2.7158401,8.495553,0,1,17,1,3,2,0,5.3070002,-5.3080001,2.0756178,-2.0756178,0.14072503,0.17297255,51.902584,49.281158,13.399102,8.6190128,10.324173,17.134132,0,60.003403,36.764713,0,0,37.6991,13.566921,7.9044313,0.71745235,0.50860798,0.19298989,0.28254768,0.49139202,0.089557789,219.96997,155.93857,59.170452,86.628754,150.66017,27.458305,0.45454547,0.83333331,5.3070002,-5.3080001,0.27265877,0.12905049,0.53588331,0.48643184,0.19298989,0.46411666,0.51356816,0.27112678,164.30115,149.13937,59.170452,142.29758,157.45935,83.127129,6,0,3,0.27265877,0.12905049,1,1.581,0,89.745316,30.502958,25.385227,3.185575,37.20467,0,145.96008,0,2.3279202,8.3806295,72.033905,18.30409,26.935961,5.9423227,25.582098,140.71664,5.2587838,39.53793,99.599998,0.45137304,5.643856,3.159646,8.7710705,306.59872,395.23004,51.266022,0,0,5.6825762,186.40964,34.245701,70.515518,331.35199,1116,42,124,0.063037686,0.089327157,0.0,0,0,1
1540,837,835,2420,S1(=O)(=O)N(C)C(C(=O)Nc2noc(c2)C)=C(O)c2c1cccc2,Isoxicam,,,,,,,,,,,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,0/2,LiuZ_Pfizer  Ekins,Negative,0,43.518311,0,0,2,3,5,0,11,0,36,2,7,23,11,68.344086,1.8984468,0,0,14,0,0,13,0,3,5,0,1,1.7473273,-2.4903457,-0.52101594,0.60143805,2.5199137,-2.5810053,-0.46663341,0.68172944,2.4860876,-2.1655338,-0.36239773,0.73471618,2.86044,26.201691,2,0.079999998,11,38,2,25,2,3,0.12,25,0,16.775656,13.08613,8.3867512,9.5769854,10.819405,8.0236521,3.6547005,5.0436769,0,0,0.86823046,11,0,-0.79862165,-0.4287343,0.06573648,2.5367908,-0.9977507,-0.47035024,0.1400059,2.5522418,-0.48456362,-0.19244406,0.18494648,2.8238285,17.811199,6.7188368,3.2544379,13.962466,5.2045693,2.4982407,3.1595054,8,2,1,0,0.73100001,-2.9337201,8.2292624,0,1,16,1,3,2,0,4.802,-4.803,2.1372926,-2.1372926,0.1366642,0.16798115,60.207733,36.485001,10.667059,19.809576,10.324173,17.134132,0,54.241272,35.395069,0,0,32.016521,13.566921,13.80679,0.71398872,0.49077716,0.19558506,0.28601128,0.50922281,0.090426214,216.80571,149.02658,59.390236,86.848541,154.62767,27.458305,0.45454547,0.83333331,4.802,-4.803,0.30133277,0.14261919,0.51424927,0.4748596,0.21199486,0.48575071,0.5251404,0.27375585,156.15398,144.19313,64.373138,147.50026,159.46111,83.127129,6,0,3,0.30133277,0.14261919,1,1.48242,0,92.556381,30.502958,25.385227,8.6343956,46.938789,0,93.459351,0,35.653934,8.0809298,81.768028,21.115158,26.935961,11.391144,25.582098,88.215919,5.2587838,72.863945,112.74,0.45137304,5.643856,3.160224,8.7701368,303.65424,386.23386,56.468704,0,0,5.6825762,163.9016,48.606583,75.718201,335.34,1115,41,126,0.058115643,0.12599263,0.0,0,0,0
1542,838,836,2423,S1C(CN=C1C(N)C(CC)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(CC)C)C(=O)NC1CCCCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCCN)C(CC)C)Cc1ccccc1)Cc1[nH]cnc1)CC(O)=O)CC(=O)N,Bacitracin,,,,,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,,,,-1,0,Chen,0/5,Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Chen,Negative,0,219.27168,0,0,3,5,21,0,11,0,203,20,41,100,51,334.93677,1.6499348,0,0,66,0,0,103,0,17,16,0,1,1.7368408,-2.7063348,-0.52161032,0.46584463,2.7076981,-2.8914826,-0.49619022,0.39392918,2.6954825,-2.4538288,-0.32250783,0.62585908,2.9634006,136.87231,31,0.30097088,11,206,15,103,6,35,0.33980581,180,0,74.33683,58.968105,42.506977,44.730228,47.386906,34.986427,21.746527,23.581285,15,15,0.76435828,34,0,-0.84590536,-0.39442119,0.070423052,3.4027839,-1.3705708,-0.39575335,0.054200001,3.3221416,-0.53333724,-0.22728926,0.18506369,3.6325476,92.383827,49.210495,33.403419,72.878578,38.723202,26.240044,28.220919,33,20,0,3,-0.77600002,-11.483,37.389729,0,1,41,0,3,49,4,22.948,-22.948,11.526402,-11.526402,0.022734685,0.032079905,327.19568,148.96117,70.832054,120.66618,176.04272,29.416998,0,76.310059,257.12048,0,0,5.6825762,195.61946,37.13113,0.69280314,0.39575934,0.16500811,0.30719689,0.60424066,0.14218877,1001.0856,571.86371,238.43318,443.89288,873.11481,205.45972,0.5,1,22.948,-22.948,0.028717099,0.043141015,0.50944078,0.22715876,0.18322518,0.49055925,0.77284127,0.30733407,736.13092,328.2395,264.75644,708.8476,1116.739,444.09113,17,0,4,0.028717099,0.043141015,1,-1.67766,296.80981,96.503769,397.43417,106.08919,23.585506,54.522339,0,122.21581,245.28928,298.82767,36.930519,334.07101,33.57106,283.31741,52.519932,98.691559,405.24188,135.03697,298.82767,530.87,0.14479625,7.6865005,4.7757688,13.046456,1444.9785,1861.3248,168.48563,0,0,80.250824,748.01807,218.2775,349.85428,1422.719,64280,154,484,0.01301153,0.98673779,0.6,2,3,0
1543,839,837,2424,S1C(Cc2ccc(OCC3(CCCCC3)C)cc2)C(=O)NC1=O,Ciglitizone,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,2/2,LiuZ_Pfizer  Ekins,Positive,1,53.422237,0,0,2,3,3,0,6,0,46,1,4,23,17,70.228386,1.5267041,0,0,18,0,0,23,0,1,3,0,1,1.3549315,-2.835109,-0.53589082,0.44405371,2.7847753,-2.7378542,-0.49043193,0.56794405,2.9050219,-2.5848799,-0.31488866,0.65399241,3.0350945,31.915762,5,0.2,6,48,2,25,4,5,0.2,40,0,16.286245,14.285989,11.336499,12.164926,11.039425,9.1530313,6.4325042,7.3434834,1,1,0.74778944,14,0,-0.79405445,-0.43013325,0.036151253,2.7376049,-1.1742927,-0.32645765,0.16445385,2.8445075,-0.52952063,-0.21433938,0.12757537,2.9791458,17.811199,7.9200001,4.9886622,15.414256,6.8066549,4.2648511,4.5617185,4,1,1,0,4.461,-5.6029902,9.3196926,0,1,17,1,3,7,0,3.1070001,-3.108,1.7562594,-1.7562594,0.16341504,0.19595954,63.980789,53.898525,0,8.6190128,12.949531,14.925592,0,52.822289,89.12204,0,0,0,27.270733,2.503756,0.82321072,0.52659577,0.091306947,0.17678927,0.4734042,0.085482322,268.44266,171.71883,29.774488,57.649612,154.37346,27.875124,0.5,1,3.1070001,-3.108,0.24814934,0.18339768,0.68839633,0.30900231,0.15190518,0.31160367,0.69099772,0.15969849,224.48073,100.76326,49.535107,101.61155,225.32901,52.076439,7,0,3,0.24814934,0.18339768,1,3.9298699,29.010639,8.8827257,26.638172,20.926258,3.185575,18.868406,0,70.572739,94.342026,94.651199,9.1751699,47.724434,10.999887,18.01075,11.204958,0,183.78317,29.808985,65.545555,55.400002,0.45137304,5.643856,3.5832717,8.6993017,326.09229,445.91696,29.637598,0,0,5.6825762,244.16415,27.875124,35.320175,333.452,1405,31,120,0.078601241,0.13779043,0.5,0,0,1
1544,840,838,2425,S1C(Cc2ccc(OCC3(Oc4c(CC3)c(C)c(O)c(C)c4C)C)cc2)C(=O)NC1=O,Troglitazone,,,,,,,,LiuZ_PLOS_SIDER,3,1,1,LiuZ_Pfizer,,,,1,Ekins,,,,1,1,Chen,7/7,Zhu  LiuR  Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Chen,Positive,1,68.25341,0,0,3,4,5,0,12,0,58,2,7,31,23,89.732193,1.5471069,0,0,24,0,0,27,0,1,5,0,1,1.2297525,-2.6887202,-0.53278911,0.454505,2.6916497,-2.7355003,-0.48313418,0.56665021,2.705518,-2.4496074,-0.2980234,0.66529304,2.9286263,38.20459,5,0.14705883,12,61,2,34,4,5,0.14705883,47,0,22.336134,19.02013,15.215178,16.507708,14.665323,11.284886,7.9325042,9.630229,2,2,0.76119196,17,0,-0.78332829,-0.43233308,-0.018597109,2.8331776,-1.1742927,-0.35436288,0.10644215,2.931843,-0.52233136,-0.2031118,0.12757953,3.091584,24.134949,9.7001152,5.2394743,20.024067,7.9951344,4.2977848,5.1643581,6,2,1,0,4.941,-5.9038801,12.075562,0,1,22,1,4,6,0,4.5770001,-4.579,2.3741152,-2.3741152,0.12088681,0.1513359,76.776947,70.815567,0,8.6190128,23.273705,14.925592,0,136.64716,44.270424,0,0,0,27.270733,12.775052,0.81162751,0.53196222,0.096408941,0.18837252,0.46803781,0.091963574,337.12912,220.96336,40.045784,78.245079,194.41083,38.199295,0.47058824,0.8888889,4.5770001,-4.579,0.16845095,0.12448133,0.70579052,0.28858009,0.14398199,0.29420945,0.71141994,0.15022747,293.16718,119.86871,59.806404,122.20702,295.50546,62.400612,9,0,4,0.16845095,0.12448133,0.48387095,4.3741999,65.395752,8.8827257,26.638172,20.926258,15.927875,37.736813,0,70.572739,18.868406,205.1161,12.02315,47.724434,47.385002,18.01075,34.434113,0,127.17796,29.808985,165.52361,84.860001,0.36875206,6.0874629,3.8667383,9.5686636,415.37418,580.07446,32.141354,0,0,5.6825762,310.71521,27.875124,51.39085,441.548,3093,53,170,0.040612679,0.51596361,0.8,3,2,1
1545,841,839,2426,S1C(Cc2ccc(OCCN(C)c3ncccc3)cc2)C(=O)NC1=O,Rosiglitazone,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,,,no hepatotoxic,0,LiuZ_OBrien,0,Ekins,,,,,,,4/6,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_OBrien  Ekins,Positive,1,52.955067,0,0,2,3,4,0,12,0,44,1,5,25,16,74.935944,1.7030896,0,0,18,0,0,19,0,3,3,0,1,1.2771747,-2.5398157,-0.56078017,0.61251926,2.567132,-2.664923,-0.5087626,0.70794332,2.5137765,-2.257374,-0.39724946,0.77162588,2.871413,30.842934,7,0.25925925,12,46,2,27,5,7,0.25925925,32,0,17.648054,14.661389,10.817472,12.242276,12.114194,8.8499002,4.6605191,6.1910715,1,1,0.77455795,16,0,-0.81894654,-0.41899627,0.057094388,2.4995322,-1.1742924,-0.38486394,0.15855636,2.5634079,-0.50243503,-0.20615131,0.16616081,2.7833571,19.753086,9.7962961,6,15.188295,7.4440603,4.5190597,4.5225034,6,1,1,0,2.6210001,-4.00172,9.8805227,0,1,17,1,3,7,0,5.0149999,-5.0159998,2.0763395,-2.0763395,0.13822363,0.16539651,59.795944,70.960068,11.190562,8.6190128,12.949531,14.925592,0,83.168159,56.52533,0,0,5.6825762,27.270733,2.503756,0.8208887,0.4953475,0.10027698,0.17911129,0.5046525,0.07883431,290.25906,175.15056,35.457066,63.332188,178.4407,27.875124,0.5,1,5.0149999,-5.0159998,0.15373878,0.1670654,0.56187916,0.40501723,0.15616247,0.43812084,0.5949828,0.28195837,198.67557,143.21056,55.217682,154.9157,210.38071,99.698013,8,0,3,0.15373878,0.1670654,1,2.49087,32.134953,25.668255,26.638172,39.365837,3.185575,51.765594,0,140.71664,0,63.653107,9.8066702,47.724434,27.785418,21.135065,11.204958,2.3279202,159.58505,48.248562,65.11673,71.529999,0.42433795,5.7548876,3.7898879,8.9313192,353.59128,461.46835,35.320175,0,0,5.6825762,257.63718,39.065685,41.00275,357.43399,1883,33,126,0.06712082,0.51828969,0.4,0,0,1
1546,842,840,2427,S1C(Cc2ccc(OCCc3ncc(cc3)CC)cc2)C(=O)NC1=O,Pioglitazone,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,,,no hepatotoxic,0,LiuZ_OBrien,0,Ekins,,,,0,1,Chen,4/6,Zhu  LiuR  LiuZ_SIDER  LiuZ_OBrien  Ekins  Chen,Positive,1,54.28186,0,0,3,4,4,0,12,0,45,1,5,25,18,73.229317,1.6273181,0,0,19,0,0,20,0,2,3,0,1,1.2598614,-2.4523716,-0.55276859,0.52582431,2.5670238,-2.5248406,-0.50617623,0.642506,2.5149839,-2.1980155,-0.33861125,0.71167821,2.8713324,29.956141,7,0.25925925,12,47,2,27,3,7,0.25925925,33,0,17.648054,14.843932,11.447229,12.819627,12.135362,9.1877489,5.9854164,7.5311713,1,1,0.76164544,17,0,-0.78728658,-0.42597246,0.051604953,2.4955559,-1.1742924,-0.37071022,0.16912751,2.5750849,-0.51385838,-0.21487316,0.14940003,2.7753751,19.753086,9.7962961,6,15.538566,7.6238685,4.6319475,4.7385592,5,1,1,0,3.2939999,-4.6266899,10.042962,0,1,17,1,3,7,0,4.171,-4.1719999,1.9166383,-1.9166383,0.14974093,0.1796484,70.535255,66.694687,0,8.6190128,12.949531,14.925592,0,58.584419,75.27301,0,0,0,32.953308,2.503756,0.81537879,0.49357277,0.10336175,0.18462119,0.50642723,0.081259444,279.70636,169.31448,35.457066,63.332188,173.72408,27.875124,0.47058824,0.8888889,4.171,-4.1719999,0.18484776,0.14860977,0.68722433,0.38819012,0.1609664,0.3127757,0.61180985,0.15180929,235.74445,133.16418,55.217682,107.29412,209.87437,52.076439,9,0,3,0.18484776,0.14860977,1,3.1595099,29.010639,25.668255,26.638172,20.926258,9.1278973,56.605217,0,123.07346,0,94.651199,9.7878704,47.724434,27.785418,18.01075,17.14728,0,179.67868,29.808985,65.545555,68.290001,0.42433795,5.7548876,3.8409948,8.9235954,343.03857,467.99463,35.320175,0,0,5.6825762,257.56326,27.875124,41.00275,356.44598,1917,33,126,0.12984122,0.34063551,0.1,0,0,1
1548,843,841,2431,S1C2N(C(=O)C2NC(=O)C(N)C=2CC=CCC=2)C(C(O)=O)=C(C1)C,Cephradine,1,Zhu LD,,,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,1/4,Zhu  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Negative,0,50.237068,0,0,3,5,5,0,0,0,43,4,9,24,14,75.863876,1.7642761,0,0,16,0,0,19,0,3,4,0,1,1.5841708,-2.6919012,-0.56372333,0.60716492,2.7362123,-2.9095044,-0.48938569,0.53984332,2.6264699,-2.406162,-0.4125081,0.73962796,3.018944,27.904934,4,0.15384616,0,45,6,26,3,5,0.1923077,39,0,17.430357,14.006689,9.5854216,10.438793,11.413591,8.7397509,4.7532187,5.8020949,3,3,0.81510007,12,0,-0.82521063,-0.4364433,0.06903974,2.6408219,-1.363713,-0.39627507,0.12009358,2.6081865,-0.52954191,-0.22834019,0.21798317,2.9129136,18.781065,7.7091413,3.6183696,15.343278,6.2391725,2.9086878,3.9887233,7,4,1,0,-0.47999999,-2.5228601,8.9863405,0,1,15,1,3,4,0,6.2620001,-6.2620001,2.5935872,-2.5935872,0.11871679,0.13132556,49.065849,25.592316,35.351521,8.6190128,23.273705,12.949531,14.708499,40.567383,36.764713,19.760618,0,0,40.700764,14.555551,0.67013073,0.47326669,0.17165172,0.3298693,0.52673328,0.15821758,215.72141,152.34903,55.256313,106.18805,169.56042,50.931732,0.5,1,6.2620001,-6.2620001,0.11274353,0.15809645,0.27780488,0.3609671,0.3609671,0.72219515,0.6390329,0.36122802,89.428017,116.19872,116.19872,232.48145,205.71074,116.28271,6,0,3,0.11274353,0.15809645,1,0.3486,50.90794,21.387344,81.897713,42.61879,0,9.1278973,0,52.929554,37.736813,65.545555,8.9791899,71.586647,3.1243138,43.395977,19.438963,32.897186,90.666367,35.496597,65.545555,112.73,0.43739632,5.7004399,3.3900189,8.8684988,321.90945,428.67249,27.133842,0,0,5.6825762,179.18744,40.607563,77.692749,349.41098,1383,39,128,0.05236027,0.13393889,0.0,0,0,0
1549,844,842,2432,S1C2N(C(=O)C2NC(=O)C(N)c2ccc(O)cc2)C(C(O)=O)=C(C1)C,Cefadroxil,,,,,,,,LiuZ_PLOS_SIDER,1,0,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,4/6,Zhu  Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Positive,1,49.705482,0,0,3,5,6,0,6,0,42,5,11,25,14,76.625938,1.824427,0,0,16,0,0,17,0,3,5,0,1,1.5682645,-2.6902122,-0.60587215,0.64513403,2.7353396,-2.8977118,-0.5557009,0.62303197,2.6263168,-2.4045298,-0.44290727,0.78926039,3.0180736,25.718519,4,0.14814815,6,44,4,27,3,5,0.18518518,34,0,18.3006,14.11704,9.248559,10.309036,11.807438,8.5844183,4.3742795,5.6185918,3,3,0.8425687,13,0,-0.82509035,-0.44155777,0.09281753,2.6050718,-1.337459,-0.404378,0.13488308,2.5834644,-0.52949601,-0.23435509,0.22154671,2.881062,19.753086,7.9349999,3.8399999,15.726164,6.2533803,3.0031774,3.9336672,8,5,1,0,-0.029999999,-2.6814499,9.1089172,0,1,15,1,3,4,0,6.3979998,-6.3979998,2.8283119,-2.8283119,0.10886435,0.12722513,32.004307,38.316223,35.351521,8.6190128,33.597878,12.949531,14.708499,47.674564,24.509808,19.760618,0,0,40.700764,22.323092,0.62398243,0.46886969,0.19068332,0.3760176,0.53113031,0.18533427,206.23605,154.96884,63.023853,124.27976,175.54697,61.255905,0.46153846,0.85714287,6.3979998,-6.3979998,0.11034698,0.15473585,0.41244179,0.41214719,0.25715265,0.58755821,0.58785278,0.33040556,136.31854,136.22116,84.993011,194.19728,194.29465,109.20426,7,0,3,0.11034698,0.15473585,1,0.24600001,76.293167,21.387344,77.915749,42.61879,3.185575,5.9423227,0,70.572739,3.9819686,70.788986,9.0505695,71.586647,28.509541,43.395977,24.68239,32.897186,70.572739,35.496597,65.545555,132.96001,0.42433795,5.7548876,3.475621,8.980792,330.51581,431.293,27.133842,0,0,5.6825762,171.83746,40.607563,91.259666,363.39398,1570,41,134,0.019530738,0.059955128,0.0,0,0,1
1551,845,843,2440,S1C2N(C(=O)C2NC(=O)CSc2ccncc2)C(C(O)=O)=C(C1)COC(=O)C,Cefapirin ,,,,,,,,,,,0,LiuZ_Pfizer,,,,0,Ekins,I ,0,Rodgers,,,,0/4,Zhu  LiuZ_Pfizer  Ekins  Rodgers,Negative,0,55.16748,0,0,2,4,6,0,6,0,45,3,9,28,15,85.894989,1.9087776,0,0,17,0,0,17,0,3,6,0,2,1.4984307,-2.6876061,-0.54583657,0.54690909,2.7365766,-2.8969009,-0.50698084,0.602422,2.6134143,-2.4031973,-0.3450613,0.78055465,3.0189357,32.85252,7,0.23333333,6,47,5,30,3,9,0.30000001,36,0,20.258783,16.417793,10.085422,11.1459,13.379918,10.271604,3.9266856,4.9519253,2,2,0.87837648,16,0,-0.82454795,-0.43940508,0.079378776,2.5866489,-1.1655388,-0.42963094,0.13011259,2.5412033,-0.52908105,-0.2206632,0.23941408,2.866802,22.68,10.346939,5.5867767,18.880589,8.551857,4.5939527,5.7665749,9,2,1,0,0.029999999,-3.5499101,10.457627,0,1,15,1,3,7,1,6.3839998,-6.3839998,2.9068022,-2.9068022,0.10595405,0.11747629,96.95919,59.751755,14.967534,8.6190128,23.273705,27.65803,14.708499,26.718348,0,39.521236,0,0,59.95026,10.408187,0.64448112,0.35708565,0.18392646,0.35551888,0.64291435,0.17159241,246.53708,136.59804,70.358444,135.99867,245.93773,65.640236,0.5,1,6.3839998,-6.3839998,0.11058898,0.10260025,0.3963401,0.35708565,0.29301372,0.60365993,0.64291435,0.31064618,151.61426,136.59804,112.08822,230.92149,245.93773,118.83327,8,0,3,0.11058898,0.10260025,1,0.4754,18.01075,45.918339,112.77785,80.77861,0,7.4930563,0,69.71508,0,97.765099,10.12805,106.44875,19.909843,44.946712,12.271419,0,69.71508,81.401886,97.765099,125.9,0.38983503,5.9068904,3.7355752,9.2974367,382.53577,482.10535,46.383339,0,0,5.6825762,227.24113,57.819817,79.199753,423.47,2292,41,144,0.012353062,0.065611281,0.2,0,0,0
1555,846,844,2446,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(C(O)=O)c1ccccc1,Carbenicillin,,,1,Fourches,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,1/3,Zhu  Fourches  LiuZ_SIDER,Negative,0,51.834274,0,0,3,5,6,0,6,0,44,5,11,26,14,78.159698,1.7763568,0,0,17,0,0,18,0,2,6,0,1,1.6719244,-2.6446187,-0.54276305,0.5641247,2.8506131,-2.9002562,-0.51740003,0.59041977,2.7545471,-2.3908796,-0.36788672,0.76099563,3.131305,28.429726,5,0.17857143,6,46,4,28,4,6,0.21428572,36,0,19.223249,14.895532,10.196153,11.231687,12.147572,8.8379364,4.9760675,6.1051717,4,4,0.84440643,12,0,-0.83761287,-0.42914298,0.074255437,2.728411,-1.1647658,-0.42472994,0.11614056,2.673748,-0.53657252,-0.22796018,0.1979862,2.9906173,20.727041,7.7879934,3.8058028,16.571701,6.1673641,2.993264,3.9309123,8,3,1,0,0.98699999,-3.3500099,9.4027786,0,1,14,1,3,5,0,6.1599998,-6.1609998,2.929776,-2.929776,0.096859455,0.11647943,25.592316,38.388474,11.413943,8.6190128,33.597878,42.366531,0,39.703896,61.274521,19.760618,0,0,54.267685,15.671971,0.58391213,0.54377574,0.19945328,0.41608787,0.45622423,0.2166346,204.75278,190.67868,69.939651,145.90407,159.97815,75.964409,0.5,1,6.1599998,-6.1609998,0.10698052,0.10631391,0.47042915,0.43684685,0.25580642,0.52957082,0.56315315,0.2737644,164.9592,153.18333,89.700272,185.69763,197.47351,95.99736,6,0,3,0.10698052,0.10631391,1,0.48649999,18.01075,29.132809,105.75993,50.770454,3.185575,0,4.4107962,88.215919,0,98.871574,9.2478304,95.448868,3.1243138,68.781204,17.907436,0,88.215919,26.008495,98.871574,124.01,0.41210872,5.8073549,3.3754606,9.1182146,350.65683,448.13138,27.133842,0,0,5.6825762,184.11179,55.316059,87.084099,378.405,1651,43,142,0.090344369,0.04914856,0.0,0,0,0
