Index,mol,P (DILI=Negative),P (DILI=Positive),Prediction (DILI),True_Class_vDILIConcern,Binary_characterization,LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,SMILES,URL (accessed on 1/21/2016),VER_DISP (1=LTKB-BD  2=others),apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization
33,O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C,0.54000002,0.46000001,Negative,Positive,1,LT01070,2099,alosetron,2000,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=526ba44c-a476-4675-a63c-4d0a72b723f5,2,47.124275,0,0,1,1,3,0,14,0,40,2,5,22,15,60.331604,1.5082902,0,0,17,0,0,18,0,4,1,0,0,1.481707,-2.5867288,-0.51947176,0.60506994,2.5720351,-2.6422148,-0.42564571,0.69889748,2.5649085,-2.3110301,-0.36069635,0.75868237,2.8514066,26.575726,2,0.079999998,15,43,1,25,2,2,0.079999998,27,0,15.26722,12.75796,10.508072,11.698306,10.664703,7.5095515,4.5344572,5.8770099,0,0,0.72355318,10,0,-0.86958194,-0.37464997,0.062403172,2.6861634,-0.93164653,-0.27800554,0.1435125,2.7519431,-0.50704581,-0.18970408,0.17352395,2.9729731,15.5232,6.1358657,2.6063101,10.832113,4.2015314,1.7603157,2.0687029,5,1,1,0,1.768,-2.7841499,8.5207615,0,1,20,1,4,2,0,0,0,1.7652547,-1.7652547,0.14571537,0.19721332,110.09338,68.929657,4.2653861,8.6190128,0,12.949531,0,31.002581,36.764713,0,0,5.6825762,13.566921,0.13689101,0.88926458,0.29846063,0.066389315,0.11073541,0.7015394,0.04434609,259.67474,87.153679,19.386389,32.335918,204.85696,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,292.01065,0,0,0,292.01065,0,5,0,4,0,0,1,3.03389,0,27.06772,16.78553,18.439579,35.318035,18.868406,0,92.075371,0,84.662781,8.5174198,23.862217,21.808937,16.78553,11.455817,4.7171016,124.66625,23.698362,66.223206,53.919998,0.47938794,5.643856,3.1311238,8.6304626,292.01065,406.82291,13.566921,0,0,0,214.16467,37.740047,24.932074,294.358,997,38,124,0.10433874,0.63471985,0.1,0,0,1,0.885713770986,1
34,n1c2c(ncc1)cc1[C@@H]3C[C@H](c1c2)CNC3,0.80000001,0.2,Negative,Positive,1,LT01242,5310966,varenicline,2006,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,n1c2c(ncc1)cc1[C@@H]3C[C@H](c1c2)CNC3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0ff4f27-5185-4881-a749-c6b7a0ca5696,2,35.515102,1,1,0,0,2,0,10,1,30,0,2,16,13,41.043144,1.3681048,0,0,13,0,0,14,0,3,0,0,0,1.5806438,-2.7232366,-0.61250222,0.74012136,2.8087285,-3.4076207,-0.56144553,0.75121868,2.7957101,-2.5224295,-0.48632076,0.87941176,3.0316656,17.944899,0,0,11,33,0,19,2,0,0,22,0,10.53517,9.0571995,7.585422,8.4138489,7.9158163,5.9784851,4.1983771,5.0993195,2,2,0.71410584,7,1,-0.87273473,-0.3703118,0.16616802,2.7371645,-2.2474253,-0.31654203,0.17738688,2.7549024,-0.63605022,-0.22489567,0.2155654,2.9673634,9.9722996,3.75,1.5157645,7.5126715,2.7668126,1.1009234,1.2991346,3,2,1,0,0.93652999,-0.74526,6.2542515,0,1,19,1,4,0,0,0,0,2.007762,-1.0077618,0.17267752,0.34532523,50.553375,73.906837,0,0,0,0,17.238026,37.628201,0,0,0,0,11.365152,0,0.85000294,0.25692454,0.059599649,0.14999706,0.74307543,0.09039741,162.08841,48.993351,11.365152,28.603178,141.69824,17.238026,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,190.69159,0,0,0,190.69159,0,4,0,4,0,0,0.25,0.77770001,18.01075,33.57106,0,36.879158,6.37115,0,8.8215923,74.003357,18.868406,0,6.1296401,0,51.58181,0,15.192742,4.2882738,88.583488,36.879158,0,42.389999,0.60591632,5.2479277,2.6295621,7.7152014,190.69159,297.26126,11.365152,0,5.6825762,5.6825762,150.85677,0,17.047728,212.276,386,27,94,0.29328346,0.022624712,0,0,0,0,0.20829677092878,1
35,O1CC2=C(C=C3N(Cc4c3nc3c(cc(OC(=O)N5CCC(N6CCCCC6)CC5)cc3)c4CC)C2=O)[C@@](O)(CC)C1=O,0.62,0.38,Negative,Positive,1,LT01466,60838,irinotecan,1996,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,O1CC2=C(C=C3N(Cc4c3nc3c(cc(OC(=O)N5CCC(N6CCCCC6)CC5)cc3)c4CC)C2=O)[C@@](O)(CC)C1=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e98886aa-933c-430f-bb56-f1eb3862aae4,2,93.296928,0,0,2,3,5,0,10,1,82,1,6,43,30,125.2138,1.5269976,0,0,33,0,0,39,0,4,6,0,0,0.98011893,-2.862052,-0.46696892,0.54156661,2.8377852,-3.5107071,-0.49945652,0.62343192,2.7180502,-2.6477814,-0.34706166,0.72944456,3.0477273,55.941074,5,0.10204082,11,88,5,49,5,6,0.12244898,72,0,29.87974,24.909235,20.57914,22.026369,20.817049,15.759834,10.960308,12.669182,1,1,0.74599528,21,1,-0.88260609,-0.42210025,0.012452925,3.0546091,-2.2597885,-0.32706672,0.10515514,3.0650218,-0.62998056,-0.20610996,0.16148168,3.2952349,31.591837,12.892987,5.6560898,25.146639,10.203862,4.4580951,5.9672751,10,2,1,1,4.3509998,-6.6680999,15.972548,0,1,37,0,7,8,3,0,0,4.2662497,-3.2662499,0.086327858,0.1145147,154.99069,141.68141,0,0,10.324173,27.65803,27.818523,94.734718,37.495354,0,0,19.249496,29.637598,10.271297,0.77438557,0.34555304,0.10681084,0.22561446,0.65444696,0.11880361,428.90219,191.38847,59.15839,124.95911,362.47284,65.800728,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,553.86133,0,0,0,553.86133,0,11,1,7,0,0,1,2.7867701,39.50943,43.355042,62.706287,94.68457,9.1278973,25.239555,0,78.046585,113.21043,114.19725,15.82455,85.710854,59.419273,0,24.724443,7.4738488,221.09116,115.00546,66.652031,113.71,0.29901332,6.6147099,4.1347694,10.527176,553.86133,787.80255,46.383339,0,0,0,402.56577,51.865055,59.95026,587.69696,7049,86,246,0.29728043,0.78817445,1,4,3,0,0.0652442444116,1
36,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C,0.50999999,0.49000001,Negative,Positive,1,LT01619,4595,ondansetron,1991,Less-DILI-Concern,7,Adverse reactions,Yes,vLess-DILI-Concern,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=91eddc2b-50d6-4f5b-8916-62525fbdc375,2,48.451069,0,0,1,1,2,0,14,0,41,0,2,22,16,59.135471,1.4423286,0,0,18,0,0,19,0,3,1,0,0,1.4814013,-2.6267705,-0.51500624,0.59146494,2.6587417,-2.5944932,-0.42452222,0.68230897,2.7024851,-2.3839929,-0.37679723,0.76202083,2.9119854,27.008932,2,0.079999998,15,44,1,25,3,2,0.079999998,28,0,15.26722,12.912662,11.162772,12.405413,10.664703,7.7477994,5.3694086,6.7852583,1,1,0.70697534,10,0,-0.86927831,-0.37718719,0.04693697,2.7515702,-0.8123613,-0.27438679,0.1222753,2.8378713,-0.51926869,-0.18926258,0.17231084,3.0303762,15.5232,6.1358657,2.6063101,11.126859,4.3223038,1.812894,2.1860759,4,0,1,0,2.7179999,-2.4535999,8.6899014,0,1,20,1,4,2,0,0,0,1.4761744,-1.4761744,0.11529333,0.23449168,143.18904,25.592316,11.190562,8.458519,0,0,0,48.405209,36.764713,0,0,5.6825762,13.566921,0,0.93426836,0.35656297,0.065731622,0.065731622,0.64343703,0,273.60037,104.41942,19.249496,19.249496,188.43044,0,0.5,1,0,0,0,0,1,0,0,0,1,0,292.84985,0,0,0,292.84985,0,5,1,4,0,0,1,3.7540901,0,26.271326,0,0,36.543255,18.868406,0,109.71855,18.868406,84.662781,8.6510496,23.862217,20.583715,4.4107962,8.2702427,4.7171016,161.17784,5.6876111,66.223206,39.82,0.47938794,5.643856,3.1311238,8.6304626,292.84985,414.96494,19.249496,0,0,0,239.08212,19.649082,19.249496,293.37,997,38,124,0.19593273,0.65364993,0.1,0,0,0,0.3177209869027001,1
37,S1c2c(N(CCN(C)C)C(=O)[C@H](OC(=O)C)[C@@H]1c1ccc(OC)cc1)cccc2,0.60000002,0.40000001,Negative,Positive,1,LT01292,39186,diltiazem,1982,Most-DILI-Concern,4,Warnings and precautions,Yes,vMost-DILI-Concern,S1c2c(N(CCN(C)C)C(=O)[C@H](OC(=O)C)[C@@H]1c1ccc(OC)cc1)cccc2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a662fc04-c296-4c24-8e36-ce7f9bcbd2ed,2,65.03141,0,0,1,2,3,0,12,1,56,0,3,29,21,88.72242,1.5843289,0,0,22,0,0,27,0,2,4,0,1,1.8434407,-2.6702917,-0.54203278,0.58393151,2.658277,-3.4779596,-0.4870232,0.57302797,2.6557014,-2.4636242,-0.39276388,0.71644503,2.9098129,40.844589,6,0.19354838,12,58,2,31,5,7,0.22580644,44,0,20.965891,17.992668,14.187716,15.68987,13.901086,10.456322,5.559401,7.3601732,2,2,0.74203426,13,1,-0.88568097,-0.38851294,0.048467103,2.8507068,-2.2595935,-0.30784759,0.13186084,2.8890569,-0.63051063,-0.19254017,0.1553226,3.118345,23.658689,11.039481,6.0357141,19.363047,8.966712,4.875071,5.9869957,6,1,1,0,3.2639999,-4.7585301,11.638152,0,1,18,1,3,7,0,0,0,3.3472037,-2.3472037,0.10397084,0.14822412,64.991478,182.48961,0,4.9049287,0,27.65803,8.6190128,51.228157,49.019615,19.760618,0,0,27.133842,5.0075121,0.84479034,0.34515727,0.07291384,0.15520965,0.65484273,0.082295805,372.39441,152.14975,32.141354,68.418396,288.66306,36.277042,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,440.81281,0,0,0,440.81281,0,7,0,3,0,0,1,2.0469,17.248516,13.004248,65.19297,36.879158,3.185575,102.72897,0,141.14548,2.7759552,73.545731,11.37307,61.848633,10.999887,4.6750479,17.673607,2.7567475,141.14548,49.883404,166.7238,60.279999,0.3796615,5.9541965,3.3409369,9.4697104,440.81281,559.99298,29.637598,0,0,0,353.88773,30.161787,29.637598,415.534,2077,50,148,0.40038949,0.88705176,0.1,2,0,0,0.7920333743100001,1
38,S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1,0.20999999,0.79000002,Positive,Positive,1,LT00147,5353980,sulfasalazine,1950,Most-DILI-Concern,5,Warnings and precautions,Yes,vMost-DILI-Concern,S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=599be7ea-4036-4e43-a411-1c42369b1b8c,2,51.65831,0,0,2,4,5,2,12,0,41,2,7,28,14,76.885628,1.8752592,0,0,18,0,0,13,0,4,5,0,1,1.3801115,-2.333214,-0.60853773,0.67662007,2.4264057,-2.4319248,-0.58009404,0.76586848,2.4103811,-1.9922342,-0.46749339,0.81380922,2.7682986,26.201691,6,0.2,12,43,5,30,3,6,0.2,26,0,20.148054,15.011267,9.850853,11.819627,13.348174,9.364213,5.0980763,7.3409014,0,0,0.85199112,16,-1,-0.87272429,-0.472305,0.082036763,2.4179082,-1.4898143,-0.42486468,0.15683781,2.480365,-0.40470883,-0.20626137,0.19169995,2.7250204,22.68,10.346939,6.4975009,16.277859,7.3276615,4.5578914,4.2599516,9,2,1,0,3.7720001,-4.0104799,10.134611,0,1,19,1,3,5,1,0,0,1.9332898,-2.9332898,0.15493062,0.18563077,44.608463,76.946312,0,27.183142,0,4.1846013,0,61.274521,53.510628,34.546043,13.296394,0,13.566921,32.816418,0.86028385,0.57748443,0.12815434,0.13971613,0.42251557,0.011561798,311.36551,209.01093,46.383339,50.56794,152.92252,4.1846013,0.5,1,0,0,0,0,1,0,0,0,1,0,361.93344,0,0,0,361.93344,0,8,1,3,0,0,1,0.4655,42.683342,109.15881,54.365173,0,0,21.399317,0,193.64619,0,5.0846677,9.97822,138.57947,33.448536,1.5507339,3.185575,39.377895,193.64619,9.9083662,6.6407428,140.64999,0.38983503,5.9068904,3.8178589,9.2752714,361.93344,466.42624,87.8209,27.133842,0,17.496246,191.47714,51.162743,105.31715,397.39099,2428,42,144,0.21629107,0.15532152,0.1,0,0,2,1.793350800871,1
39,Oc1cc(ccc1O)C[C@H](N)C(OC)=O,0.50999999,0.49000001,Negative,Positive,1,LT00121,38853,methyldopa,1962,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,Oc1cc(ccc1O)C[C@](N)(C(O)=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=227291e5-9baa-476a-93b8-b2142e61a4fe,1,31.243101,1,1,0,0,3,0,6,1,29,2,5,15,9,46.3592,1.5985931,0,0,10,0,0,14,0,1,4,0,0,2.3458576,-2.5061624,-0.43071076,0.56928742,2.5990012,-3.3063178,-0.44059089,0.49606234,2.4675498,-2.3340433,-0.31706274,0.6507203,2.771704,16.858898,3,0.2,6,29,1,15,4,4,0.26666668,22,0,11.422285,8.4345388,6.0165076,6.7151785,7.0409126,4.4604692,2.7885108,3.6161563,1,1,0.77446741,9,1,-0.84263605,-0.38821343,0.1855561,2.4025936,-2.2350645,-0.30420285,0.073320203,2.4048967,-0.64087909,-0.20736741,0.14974481,2.6090424,13.066667,5.915,3.8109641,10.32718,4.5893908,2.9124074,3.1596975,5,5,1,0,0.55900002,-0.77114999,5.4979582,0,1,6,1,1,3,0,0,0,2.7865965,-1.7865964,0.12400651,0.19997498,42.229744,25.592316,21.182425,3.1459606,20.648346,0,40.565536,26.718348,12.254904,0,0,0,13.566921,19.144272,0.58264571,0.31852847,0.14535157,0.41735432,0.68147153,0.27200276,131.1237,71.684441,32.711193,93.925072,153.36433,61.213882,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,225.04877,0,0,0,225.04877,0,5,0,1,0,0,1,-0.57622999,83.667641,7.7454643,38.844074,0,3.185575,54.252274,0,52.929554,0,10.486856,5.2167702,34.862103,50.770454,32.897186,17.6544,0,71.797958,7.7454643,35.383869,94.400002,0.56650949,4.9068904,2.9251337,7.4932137,225.04877,274.02701,13.566921,0,17.742489,17.742489,124.71754,17.212255,58.443253,212.22499,394,20,70,0.039699394,0.011528551,0,0,0,0,0.08562658424484,1
40,Clc1c2O[C@]3([C@@H](CC(=O)CC3OC)C)C(=O)c2c(OC)cc1OC,0.18000001,0.81999999,Positive,Positive,1,LT00558,441140,griseofulvin,1962,Most-DILI-Concern,8,Warnings and precautions,Yes(literature),vMost-DILI-Concern,Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=39ac6363-93bc-4e12-a7a7-667eafac42a5,1,49.581066,0,0,2,3,6,0,6,0,43,0,6,24,16,67.622116,1.5726074,0,0,17,1,0,19,0,0,6,0,0,1.977434,-2.7184162,-0.56930113,0.40906674,2.8233309,-2.8243024,-0.45998836,0.38347378,2.7508054,-2.5032468,-0.25713086,0.64278227,3.039222,30.770933,3,0.11538462,6,45,2,26,4,3,0.11538462,37,0,17.645901,14.729648,11.146264,11.817472,11.399449,8.0077925,4.7556543,5.5595322,3,3,0.82363206,10,0,-0.80442059,-0.44832009,-0.088959828,2.8425026,-0.95874149,-0.2678293,-0.0018359361,2.8689046,-0.52457178,-0.16339055,0.14723957,3.0780642,18.781065,6.9575,2.7315238,16.635956,6.1287179,2.3965499,4.2482114,6,0,1,0,2.175,-3.5142701,8.7705488,0,1,16,1,3,5,0,0,0,2.1175387,-2.1175387,0.095882669,0.17757446,138.77359,66.044823,26.341715,0,8.458519,0,0,0,48.329624,0,0,0,27.133842,10.015024,0.85971153,0.26293215,0.11427005,0.14028849,0.73706782,0.026018437,279.48975,85.478493,37.148865,45.607388,239.61865,8.458519,0.5,1,0,0,0,0,1,0,0,0,1,0,325.09714,0,0,0,325.09714,0,5,1,3,0,0,1,2.6851001,32.999664,11.375222,41.330753,0,31.458588,106.1516,3.5006065,17.643185,37.736813,88.204941,8.6447496,58.724319,32.999664,4.4107962,28.885115,0,55.379993,11.375222,178.62627,71.059998,0.43739632,5.7004399,2.9795046,8.9289761,325.09714,430.75787,37.148865,0,0,0,256.16208,16.917038,37.148865,354.78598,1137,50,132,0.65471417,0.2309996,0,0,0,0,0.1234867516905,1
41,NC1CCCCC1N,0.74000001,0.25999999,Negative,Positive,1,LT01181,9887054,oxaliplatin,2002,Most-DILI-Concern,4,Warnings and precautions,Yes,vMost-DILI-Concern,[Pt+2].O=C([O-])C(=O)[O-].N[C@@H]1CCCC[C@H]1N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c740b43-f396-4998-bc66-6964a21f7161,2,23.428688,1,1,0,0,0,0,0,2,24,0,0,8,6,28.529325,1.1887219,0,0,6,0,0,16,0,2,0,0,0,2.2794003,-2.7862055,-0.11277611,0.43179962,2.8238587,-3.4244807,-0.063015059,0.33386135,2.7805996,-2.598361,-0.05825932,0.28151768,3.0074141,14.851312,0,0,0,24,0,8,3,0,0,24,0,5.9831276,5.3973413,3.9831276,3.9831276,3.8045304,3.4663265,2.6498299,2.6498299,2,2,0.63264316,4,2,-0.85352194,-0.17146146,0.18530813,2.5887074,-2.2362411,-0.11881185,0.072044201,2.4980347,-0.64470255,-0.10714997,0.0080849947,2.7230356,6.125,2.52,1.4876033,6.125,2.52,1.4876033,1.9293751,2,6,1,1,0.116,0.1196,3.43028,0,1,6,1,1,2,1,0,0,2.8020048,-0.80200469,0.1232361,0.4411006,51.525715,0,14.822693,0,0,0,51.714077,17.402626,0,0,0,0,0,2.2108686,0.60831988,0.14246127,0.016058492,0.39168012,0.8575387,0.37562165,83.751038,19.613495,2.2108686,53.924946,118.06248,51.714077,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,137.67598,0,0,0,137.67598,0,3,0,1,0,0,1,-1.2186,65.794373,0,7.9639373,0,0,0,0,0,75.473625,0,3.1820199,0,0,65.794373,7.9639373,0,75.473625,0,0,55.279999,0.8112781,4,1.8352377,5.6729054,137.67598,183.68648,0,0,35.484978,35.484978,76.63308,0,35.484978,116.208,60,8,36,0.20711026,0.001186515,0,0,0,0,0.1681641489266,1
42,FC1(F)[C@H](O)[C@H](O[C@H]1N1C=CC(=NC1=O)N)CO,0.2,0.80000001,Positive,Positive,1,LT01407,60750,gemcitabine,1996,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,FC1(F)[C@H](O)[C@H](O[C@H]1N1C=CC(=NC1=O)N)CO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc02a23b-3ff9-4441-aa91-8e9e629a7315,2,30.796722,0,0,1,2,5,0,0,0,29,3,8,18,8,59.543488,2.0532238,0,0,9,0,2,11,0,3,4,0,0,2.1339087,-2.4772916,-0.60919106,0.70029688,2.8188698,-2.6965969,-0.64482731,0.5534302,2.5963464,-2.3108914,-0.50442719,0.78222293,2.9641638,19.945276,2,0.10526316,0,30,3,19,4,2,0.10526316,27,0,13.499636,9.0324879,5.0938582,5.5080719,8.3742456,5.0447536,1.9409404,2.2271802,3,3,0.94928914,9,0,-0.84310907,-0.4299098,0.16252016,2.5306525,-1.370375,-0.46195138,0.17666905,2.417428,-0.52494383,-0.24323295,0.21016844,2.7224405,14.409972,5.1747918,2.5246549,11.365081,4.0198193,1.9392012,2.5380874,7,4,1,0,-0.93808001,-0.97829002,5.4401073,0,1,11,1,2,3,0,0,0,2.5874746,-2.5874746,0.13619828,0.15164007,16.745916,44.808994,16.095491,22.142954,30.044285,0,19.673738,12.254904,0,0,29.499847,13.566921,0,24.689957,0.61670554,0.34859958,0.16667992,0.38329446,0.65140039,0.21661456,141.54811,80.011627,38.256878,87.974899,149.51138,49.718025,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,229.52301,0,0,0,229.52301,0,5,0,2,0,0,1,-0.99370003,83.667641,12.106263,29.977009,20.926258,0,16.78553,0,34.85754,0,53.782444,5.4698,34.862103,100.60052,1.824073,18.977119,32.897186,34.85754,28.084135,0,108.38,0.52150291,5.2479277,2.8393276,8.0661707,229.52301,277.2601,21.753254,0,0,17.742489,101.13398,41.580635,66.629585,263.19998,560,31,96,0.044568792,0.020675452,0,0,0,0,0.178568352014,1
43,s1cc(nc1)-c1[nH]c2c(n1)cccc2,0.33000001,0.67000002,Positive,Positive,1,LT00635,5430,thiabendazole,1967,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,s1cc(nc1)-c1[nH]c2c(n1)cccc2,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/16096slr033 16097slr026_mintezol_lbl.pdf,2,28.46755,1,1,0,0,3,0,14,0,21,2,5,14,10,34.613014,1.6482387,0,0,10,0,0,7,0,3,0,0,1,1.6332153,-2.1057973,-0.61922735,0.71257299,2.1786013,-1.9491365,-0.53146791,0.80763149,2.3347681,-1.7703822,-0.45683599,0.96069425,2.5249133,13.232449,1,0.0625,15,23,0,16,1,1,0.0625,8,0,9.3804693,8.0832739,5.4641018,6.5520415,6.932653,5.2092581,2.3660254,3.3914115,0,0,0.80351228,7,0,-0.826105,-0.42186159,0.10836491,2.1829083,-0.77721721,-0.30738351,0.20123096,2.334163,-0.4191024,-0.20084983,0.31949422,2.5172088,9.2421875,3.8677685,1.76,6.7740855,2.7600982,1.2303727,1.3355101,3,1,1,0,2.0850599,-3.32867,5.7811561,0,1,15,1,3,1,0,0,0,1.1196216,-1.1196216,0.15363103,0.30071124,0,45.690971,0,39.570194,0,0,0,43.231785,38.740772,0,0,5.6825762,5.6825762,0.13689101,0.93564779,0.52297646,0.064352222,0.064352222,0.47702351,0,167.23372,93.474602,11.502043,11.502043,85.261162,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,178.73576,0,0,0,178.73576,0,4,0,3,0,0,1,2.6863999,0,33.57106,16.78553,0,0,0,0,111.14887,0,31.277687,5.72017,0,33.57106,16.78553,0,9.372942,101.77593,0,31.277687,41.57,0.64206427,5,2.6603594,7.2984648,178.73576,250.46663,5.6825762,0,0,0,143.15338,11.190562,17.047728,201.25301,293,17,76,0.25032568,0.067395307,0,0,0,1,0.838610112667,1
