SMILES,Drug_Name,IsDILI
O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC1=O)C,Amphotericin B,1.0
O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\CC\C=C\C=C\C=C\C=C\[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@H]2O[C@@](O)(C[C@@H](O)[C@H]2C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC1=O)C,Nystatin,0.0
O1[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@@](O)(C)[C@H](NC)[C@H]3O)[C@H](NCC)C[C@@H]2N)[C@H](N)CC=C1CN,Netilmicin,1.0
O1[C@@H]2[C@]34CC[N@@]([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)C,Oxymorphone,1.0
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@@H]2O,Codeine,1.0
O1[C@@]2(CCC1=O)CCC1C3[C@@]4(OC4C[C@@]12C)[C@@]1(C(CC3C(OC)=O)=CC(=O)CC1)C,Eplerenone,0.0
O1[C@@]2([C@H](OC1(C)C)C[C@@H]1[C@@H]3[C@H]([C@]4(C(=CC(=O)C=C4)CC3)C)[C@H](O)C[C@]12C)C(=O)CO,Desonide,0.0
O1[C@@]2([C@H](O[C@H]1CCC)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,Budesonide,0.0
O1[C@H](C)[C@@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)C2)C[C@@H]1Oc1cc2c(c(O)c1C)c(O)c1c(C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@H](O)C)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@@H]4O[C@H](C)[C@H](O)[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@](O)(C5)C)C4)C3)C1=O)c2,Plicamycin (Mithramycin),1.0
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,Erythromycin (Erythromycin Lactobionate),1.0
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,Roxithromycin,1.0
O1[C@H](CNC1=O)COc1cc(cc(c1)C)C,Metaxalone,0.0
O1[C@H](COC12CCCCC2)CNC(N)=N,Guanadrel,0.0
O1[C@](NC(=O)C2C=C3C(N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@]1(O)C1N(CCC1)C(=O)C2Cc1ccccc1,Ergotamine,0.0
O1[C@](NC(=O)C2C=C3C(N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@]1(OC(=O)C(O)C(O)C(O[C@@]13O[C@](NC(=O)C4C=C5C(N(C4)C)Cc4c6c5cccc6[nH]c4)(C)C(=O)N1C(Cc1ccccc1)C(=O)N1C3CCC1)=O)C1N(CCC1)C(=O)C2Cc1ccccc1,Ergotamine l-Tartrate,0.0
O1[C@](NC(=O)C2CC3C(N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@]1(O)C1N(CCC1)C(=O)C2Cc1ccccc1,Dihydroergotamine,0.0
O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1cc3c(OC(=CC3=O)C(O)=O)cc1)ccc2,Cromolyn (Cromoglicic acid),0.0
O1c2c(C3=C(C(=O)CC3)C1=O)c(OC)cc1OC3OC=CC3c12,Aflatoxin B1,1.0
O1c2c(C3C(CCC(=O)C3)C1(C)C)c(O)cc(c2)C(CCCCCC)(C)C,Nabilone ,0.0
O1c2c(CC(O)C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Catechin,1.0
O1c2c(N(c3c1cccc3)CCOc1ccc(cc1)CC(OCC)C(O)=O)cccc2,Ragaglitazar,0.0
O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC,Cinoxacin,1.0
O1c2c(OCC1C(=O)N1CCN(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)cccc2,Doxazosin,0.0
O1c2c([C@H]3[C@@H](CCC(=C3)C)C1(C)C)c(O)cc(c2)CCCCC,Delta9-tetrahydrocannabinol (Dronabinol),0.0
O1c2c(cc3c(N(CC)C(=CC3=O)C(O)=O)c2CCC)C(=O)C=C1C(O)=O,Nedocromil,0.0
O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccc([N+](=O)[O-])cc2)C1=O,Acenocoumarol,1.0
O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O,Warfarin,1.0
O1c2c(cccc2)C(O)=C([C@H](CC)c2ccccc2)C1=O,Phenprocoumon,1.0
O1c2c(cccc2C(OCCN2CCCCC2)=O)C(=O)C(C)=C1c1ccccc1,Flavoxate,0.0
O1c2c3[C@]4(C1CC(O)C=C4)CCN(Cc3ccc2OC)C,Galantamine,0.0
O1c2c3[C@]45[C@]6(CC([C@](O)(C(C)(C)C)C)[C@](OC)(CC6)C14)C(N(CC5)CC1CC1)Cc3ccc2O,Buprenorphine,0.0
O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C,Rifabutin,1.0
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)\C=C/O[C@]1(C)C3=O)/C)c1n2c(nc14)C=C(C=C2)C,Rifaximin,0.0
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CCN(CC1)C)c4O,Rifampicin,1.0
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)cc4O,Rifamycin,0.0
O1c2cc(CCC)c(cc2OC1)COCCOCCOCCCC,Piperonyl Butoxide,0.0
O1c2cc(ccc2OC1)C1N2C(Cc3c1[nH]c1c3cccc1)C(=O)N(CC2=O)C,Tadalafil,0.0
O=C(C(C)(C)c1cccnc1)c1cccnc1,Metyrapone,0.0
O=C(C(N(CC)CC)C)c1ccccc1,Diethylpropion,0.0
O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,Zolpidem,0.0
O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC,Fentanyl,0.0
O=C(N(CC)CC)N1CCN(CC1)C,Diethylcarbamazine,1.0
O=C(N(CC)c1cc(ccc1)C=1n2ncc(c2N=CC=1)C#N)C,Zaleplon,0.0
O=C(N(CCCN(C)C)C(=O)NCC)C1CC2C(N(C1)CC=C)Cc1c3c2cccc3[nH]c1,Cabergoline ,0.0
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,Deferoxamine,1.0
O=C(N)C(CCN(C(C)C)C(C)C)(c1ccccc1)c1ncccc1,Disopyramide,1.0
O=C(N)N1c2c(C=Cc3c1cccc3)cccc2,Carbamazepine,1.0
O=C(N)c1nc[nH]c1N=NN(C)C,Dacarbazine,1.0
O=C(N)c1nccnc1,Pyrazinamide,1.0
O=C(NC(C)C)c1ccc(cc1)CNNC,Procarbazine,1.0
O=C(NC1CC2N(C(C1)CCC2)C)c1nn(c2c1cccc2)C,Granisetron ,1.0
O=C(NCCN(CC)CC)c1ccc(N)cc1,Procainamide,1.0
O=C(NN)c1ccncc1,Isoniazid,1.0
O=C(NNC(C)C)c1ccncc1,Iproniazid,1.0
O=C(NO)C,Acetohydroxamic Acid,0.0
O=C(NO)N,Hydroxyurea,1.0
O=C(N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@H](CCC2)[C@H]1C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)C1CCCCC1)c1nccnc1,Telaprevir (VX-950),1.0
O=C(Nc1c(cccc1C)C)C1N(CCCC1)C,Mepivacaine,0.0
O=C(Nc1c(cccc1C)C)C1N(CCCC1)CCC,Ropivacaine ,0.0
O=C(Nc1c(cccc1C)C)C1N(CCCC1)CCCC,Bupivacaine,0.0
O=C(Nc1c(cccc1C)C)CN(CC)CC,Lidocaine,0.0
O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C,Imatinib,1.0
O=C([O-])C[N+](C)(C)C,Betaine,0.0
O=C/1CC2CCC3C4CC[C@@](O)(C)[C@]4(CCC3[C@]2(C\C\1=C\O)C)C,Oxymetholone,1.0
O=C1/C(=N/NC=2C(=O)N(NC=2C)c2cc(C)c(cc2)C)/C=CC=C1c1cc(ccc1)C(O)=O,Eltrombopag,1.0
O=C1C(=O)NC(=O)NC1=O,Alloxan Hydrate,0.0
O=C1C2C(C3CC[C@](O)(C(=O)CO)[C@]3(C1)C)CCC1=CC(=O)C=C[C@@]12C,Prednisone,1.0
O=C1C2C(C3CC[C@](O)(C(=O)CO)[C@]3(C1)C)CCC1=CC(=O)CC[C@@]12C,Cortisone,0.0
O=C1C=2N3C[C@@H]4N[C@@H]4[C@]3(OC)[C@@H](C=2C(=O)C(N)=C1C)COC(=O)N,Mitomycin,0.0
O=C1CCC2=C3C(C4CC[C@@](O)(C#CC)[C@]4(CC3c3ccc(N(C)C)cc3)C)CCC2=C1,Mifepristone,0.0
O=C1CCC2C3C(C4CC[C@@](O)(C#C)[C@]4(CC3)C)CCC2=C1,Norethisterone,1.0
O=C1CCC2C3C(C4CC[C@@](O)(C#C)[C@]4(CC3)CC)CCC2=C1,Norgestrel,1.0
O=C1CCC2C3CC(C4=CC(=O)C=C[C@@]4(C3CC[C@]12C)C)=C,Exemestane,1.0
O=C1CC[C@@H]2[C@H]3[C@@H]([C@H]4CC[C@@](O)(C#C)[C@]4(CC3=C)CC)CCC2=C1,Etonogestrel,0.0
O=C1CC[C@@]2(C3C(C4CCC(C(=O)C)[C@]4(CC3)C)CCC2=C1)C,Progesterone,1.0
O=C1CC[C@@]2(C3C(C4CC[C@@](O)(C)[C@]4(CC3)C)CCC2=C1)C,Methyltestosterone,1.0
O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C(C[C@@H](O)CC1)=CC3)C,Dehydroepiandrosterone,1.0
O=C1CC[C@]2(C(=C1)C(=CC1C3CC[C@](O)(C(=O)C)[C@]3(CCC12)C)C)C,Megestrol,0.0
O=C1CC[C@]2(C(=C1)C(CC1C3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CCC12)C)C)C,Medroxyprogesterone acetate,0.0
O=C1CC[C@]2([C@H]3[C@@H]([C@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)C=CC2=C1)C,Dydrogesterone,1.0
O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2,Oxcarbazepine,1.0
O=C1N(C)C(=O)CC1(C)c1ccccc1,Methsuximide,0.0
O=C1N(C)C(=O)N(c2nc[nH]c12)C,Theophylline,0.0
O=C1N(C)C(=O)NC(=O)C1(C(C#CCC)C)CC=C,Methohexital sodium,0.0
O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1,Mephobarbital,1.0
O=C1N(C)C(=O)NC1(CC)c1ccccc1,Mephenytoin,0.0
O=C1N(C)C(C(O)C(C\C=C\C)C)C(=O)NC(CC)C(=O)N(CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C)C,Cyclosporine A,1.0
O=C1N(CC)C(=O)NC1c1ccccc1,Ethotoin,0.0
O=C1N(CC2CCCc3c2c1ccc3)C1C2CCN(C1)CC2,Palonosetron,0.0
O=C1N(CCC1)C(CC)C(=O)N,Levetiracetam,1.0
O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C,Pentoxifylline,1.0
O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2,Buspirone,1.0
O=C1N(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)C(=NC12CCCC2)CCCC,Irbesartan,1.0
O=C1N(N(C(=O)C1CCCC)c1ccccc1)c1ccccc1,Phenylbutazone,1.0
O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,Alfentanil,0.0
O=C1N(O)C(=CC(=C1)C)C1CCCCC1,Ciclopirox,0.0
O=C1N(c2c(CCC1NC(CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O,Benazepril,0.0
O=C1N(c2ccccc2C)C(=Nc2c1cccc2)C,Methaqualone,0.0
O=C1N(c2nc(nc(c2CC1)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,Tasosartan,1.0
O=C1N2C(c3c(CC2)cccc3)CN(C1)C(=O)C1CCCCC1,Praziquantel,0.0
O=C1NC(=NC=2NCC(N(C1=2)C=O)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,Folinic Acid (Leucovorin),0.0
O=C1NC(=NC=2NCC(NC1=2)C(O)C(O)C)N,Tetrahydrobiopterin,0.0
O=C1NC(=Nc2[nH]cc(c12)CCc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,Pemetrexed,0.0
O=C1NC(=Nc2n(cnc12)CCC(CO)CO)N,Penciclovir ,0.0
O=C1NC(=Nc2n(cnc12)COC(CO)CO)N,Ganciclovir,1.0
O=C1NC(=Nc2n(cnc12)COC(COC(=O)C(N)C(C)C)CO)N,Valganciclovir,0.0
O=C1NC(=Nc2n(cnc12)COCCO)N,Acyclovir,1.0
O=C1NC(=Nc2n(cnc12)COCCOC(=O)C(N)C(C)C)N,Valacyclovir,1.0
O=C1NC(=Nc2ncc(nc12)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,Folic acid,0.0
O=C1NC(=O)CC1(CC)C,Ethosuximide,1.0
O=C1NC(=O)CCC1(CC)c1ccc(N)cc1,Amino-glutethimide ,0.0
O=C1NC(=O)CCC1(CC)c1ccccc1,Glutethimide,1.0
O=C1NC(=O)CCC1N1C(=O)c2c(cccc2)C1=O,Thalidomide,1.0
O=C1NC(=O)CCC1N1Cc2c(cccc2N)C1=O,Lenalidomide,1.0
O=C1NC(=O)CN(C1)C(CN1CC(=O)NC(=O)C1)C,Dexrazoxane ,0.0
O=C1NC(=O)NC(=O)C1(C(CCC)C)CC=C,Secobarbital,0.0
O=C1NC(=O)NC(=O)C1(CC(C)C)CC=C,Butalbital,1.0
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,Phenobarbital,1.0
O=C1NC(=O)NC(=O)C1(CCC(C)C)CC,Amobarbital,0.0
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,Phenytoin,1.0
O=C1NC(C)=C(C=C1C#N)c1ccncc1,Milrinone,0.0
O=C1NC2CCC3C4CCC(C(=O)NC(C)(C)C)[C@]4(CCC3[C@]2(C=C1)C)C,Finasteride,0.0
O=C1NC=Nc2[nH]ncc12,Allopurinol,1.0
O=C1NCC(N)C(=O)NC(CO)C(=O)NC(CNC(=O)CC(N)CCCN)C(=O)N\C(=C\NC(=O)N)\C(=O)NC1C1NC(=NCC1)N,Capreomycin,0.0
O=C1NCNC(=O)C1(CC)c1ccccc1,Primidone,0.0
O=C1Nc2c(C1)c(ccc2)CCN(CCC)CCC,Ropinirole,1.0
O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1,Nitrazepam,0.0
O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,Nevirapine,1.0
O=C1[C@@H]2[C@](CC[C@H]3[C@]2(CC[C@@H](OC(=O)CCC(O)=O)C3(C)C)C)(C)[C@@]2(CC[C@]3([C@H](C2=C1)C[C@@](CC3)(C(O)=O)C)C)C,Carbenoxolone,0.0
O=C1c2c(cccc2)C(=O)C(C)=C1C\C=C(\CCCC(CCCC(CCCC(C)C)C)C)/C,Vitamin K,0.0
O=C1c2c(cccc2)C(=O)C=C1C,Menadione,1.0
O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C,Nalidixic acid,1.0
O=C1n2c(N=NN1C)c(nc2)C(=O)N,Temozolomide,1.0
OC(=O)C(C)c1ccc(cc1)CC(C)C,Ibuprofen,1.0
OC(=O)C(CCC)CCC,Valproic acid,1.0
OC(=O)C(N)CCCNC(N)=N,L-arginine,0.0
OC(=O)C(N)Cc1c2c([nH]c1)cccc2,Tryptophan,0.0
OC(=O)C(NC(=O)C1CCC(CC1)C(C)C)Cc1ccccc1,Nateglinide,1.0
OC(=O)C(NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)CCC(O)=O,Methotrexate,1.0
OC(=O)C1CCC(CC1)CN,Tranexamic acid,0.0
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,Ketorolac,1.0
OC(=O)C1N(CCC1)C(=O)C(NC(CCc1ccccc1)C(O)=O)CCCCN,Lisinopril,1.0
OC(=O)CC(CC(C)C)CN,Pregabalin,1.0
OC(=O)CCC(N)C=C,Vigabatrin,0.0
OC(=O)CCCCCCCC(O)=O,Azelaic Acid,0.0
OC(=O)CCCCCCNC1c2c(CCc3c1cccc3)cccc2,Amineptine,1.0
OC(=O)CCCCCN,Aminocaproic acid,0.0
OC(=O)CCN(C(=O)c1cc2nc(n(c2cc1)C)CNc1ccc(cc1)C(N)=N)c1ncccc1,Dabigatran,0.0
OC(=O)CC[C@H](N)C(O)=O,Glutamate,0.0
OC(=O)CN,Glycine,0.0
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Edetate Disodium,0.0
OC(=O)Cc1ccc(cc1)CC(C)C,Ibufenac,1.0
OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C,Tolmetin,1.0
OC(=O)\C=C(/C=C/C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)\C,Isotretinoin,1.0
OC(=O)\C=C\c1nc(ccc1)/C(=C/CN1CCCC1)/c1ccc(cc1)C,Acrivastine,0.0
OC(=O)c1cc(nc2c1cccc2)-c1ccccc1,Cinchophen,1.0
OC(=O)c1ccc(N)cc1,Aminobenzoate,0.0
OC(=O)c1ccc(cc1)C(=C)c1cc2c(cc1C)C(CCC2(C)C)(C)C,Bexarotene,0.0
OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,Telmisartan,0.0
OC(=O)c1ccccc1Nc1cccc(C)c1C,Mefenamic acid,1.0
OC(=O)c1cccnc1,Niacin,1.0
OC(C(NC(=O)C(NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CN1CC2C(CC1C(=O)NC(C)(C)C)CCCC2,Saquinavir,1.0
OC(C(O)=O)C,Lactic acid,0.0
OC(C(O)C(O)CO)C(O)CO,Sorbitol,0.0
OC(C)(C)c1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1C(O)=O)CCC,Olmesartan,0.0
OC(C)C,Isopropyl Alcohol,0.0
OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C(O)=O)(C)C)(c1ccccc1)c1ccccc1,Fexofenadine,0.0
OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C)(C)C)(c1ccccc1)c1ccccc1,Terfenadine ,0.0
OC(CC(=O)[O-])C[N+](C)(C)C,Carnitine,0.0
OC(CC(O)=O)(CC(O)=O)C(O)=O,Citrate,0.0
OC(CCN1CCCC1)(C1CCCCC1)c1ccccc1,Procyclidine,0.0
OC(CCN1CCCCC1)(C1C2CC(C1)C=C2)c1ccccc1,Biperiden,0.0
OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,Trihexyphenidyl,0.0
OC(CO)CO,Glycerol,1.0
OC(N)CCc1ccccc1,Phenylpropanolamine HCl,0.0
OC(O)=O,Sodium bicarbonate,0.0
OC1(CCCC1)C(C(OCCN(C)C)=O)c1ccccc1,Cyclopentolate,0.0
OC12C(C(N(C)C)C(O)=C(C(=O)N)C1=O)C(O)C1C(=C2O)C(=O)c2c(cccc2O)C1=C,Methacycline HCl,1.0
OC1=C(C(=O)N)C(=O)[C@]2(O)C(C1N(C)C)C(O)C1C(=C2O)C(=O)c2c(cccc2O)C1C,Doxycycline,1.0
OC1=C(C(=O)N)C(=O)[C@]2(O)C(C1N(C)C)C(O)C1C(=C2O)C(=O)c2c(cccc2O)[C@]1(O)C,Oxytetracycline,0.0
OC1=C(C(=O)N)C(=O)[C@]2(O)C(CC3C(=C2O)C(=O)c2c(C3)c(N(C)C)cc(NC(=O)CNC(C)(C)C)c2O)C1N(C)C,Tigecycline,1.0
OC1=C(C(=O)N)C(=O)[C@]2(O)C(CC3C(=C2O)C(=O)c2c(C3)c(N(C)C)ccc2O)C1N(C)C,Minocycline,1.0
OC1=C(C(=O)N)C(=O)[C@]2(O)C(CC3C(=C2O)C(=O)c2c(cccc2O)[C@]3(O)C)C1N(C)C,Tetracycline,1.0
OC1C(O)C(O)C(O)C(O)C1O,Inositol,0.0
OC1C(O)C(O)CN(CCCC)C1CO,N-Butyldeoxynojirimycin,0.0
OC1C(O)C(O)CN(CCO)C1CO,Miglitol,0.0
OC1C2C(C3CC(C)[C@@](C(=O)CC)(C)[C@]3(C1)C)CCC1=CC(=O)C=C[C@@]12C,Rimexolone,0.0
OC1C2C(C3CC[C@](O)(C(=O)CO)[C@]3(C1)C)CCC1=CC(=O)C=C[C@@]12C,Prednisolone,1.0
OC1C2C(C3CC[C@](O)(C(=O)CO)[C@]3(C1)C)CCC1=CC(=O)CC[C@@]12C,Hydrocortisone acetate,1.0
OC1C2C(CC(C3=CC(=O)C=C[C@]23C)C)C2CC[C@](O)(C(=O)CO)[C@]2(C1)C,Methylprednisolone,1.0
OC1C2C3CCC(C(CCC(O)=O)C)[C@]3(CCC2[C@@]2(C(C1)CC(O)CC2)C)C,Ursodiol,1.0
OC1CC(=O)C(CCCCCCC(O)=O)C1\C=C\C(O)CCCCC,Prostaglandin E1 (Alprostadil),0.0
OC1CC(=O)C(CCCCCCC(OC)=O)C1\C=C\CC(O)(CCCC)C,Misoprostol ,0.0
OC1CC(=O)C(C\C=C/CCCC(O)=O)C1\C=C\C(O)CCCCC,Prostaglandin E2,0.0
OC1CC(NC(=O)CCCCCCCCC(CC(CC)C)C)C(=O)NC(C(O)C)C(=O)N2C(CC(O)C2)C(=O)NC(C(O)C(O)c2ccc(O)cc2)C(=O)NC(C(O)CCN)C(=O)N2C(C(O)CC2)C(=O)NC1NCCN,Caspofungin,1.0
OC1CC(O)C(C\C=C/CCCC(O)=O)C1CCC(=O)CCCCCCC,Unoprostone,0.0
OC1CC(O)C(C\C=C/CCCC(OC(C)C)=O)C1CCC(O)CCc1ccccc1,Latanoprost,0.0
OC1CC(O)C(\C=C\C(O)CCc2ccccc2)C1C\C=C/CCCC(=O)NCC,Bimatoprost,0.0
OC1CC(O)C(\C=C\[C@@](O)(CCCCC)C)C1C\C=C/CCCC(O)=O,Carboprost Tromethamine,0.0
OC1CC(O)C/C(/C1)=C\C=C/1\C2CCC(C(\C=C\C(C(O)(C)C)C)C)[C@]2(CCC\1)C,Paricalcitol,0.0
O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C1=C,1-alpha-Hydroxycholecalciferol (Alfacalcidol),1.0
OC1CC(O)C\C(=C/C=C\2/C3CCC(C(\C=C\C(O)C4CC4)C)[C@]3(CCC/2)C)\C1=C,Calcipotriol,0.0
OC1CCC2C(CC3N(C2)CCc2c3[nH]c3c2cccc3)C1C(OC)=O,Yohimbine,0.0
OC1CCC2C3C(CC[C@]12C)[C@@]1(C(=CC(=O)CC1)CC3)C,Testosterone,1.0
OC1CCC2C3C(CC[C@]12C)c1c(cc(O)cc1)CC3,Estradiol,1.0
OC1C\C(=C/C=C\2/C3CCC(C(CCCC(C)C)C)[C@]3(CCC/2)C)\C(CC1)=C,Vitamin D3 (Cholecalciferol),0.0
OC1C\C(=C/C=C\2/C3CCC(C(CCCC(O)(C)C)C)[C@]3(CCC/2)C)\C(CC1)=C,Calcifediol,1.0
OC1C\C(=C/C=C\2/C3CCC(C(\C=C\C(C(C)C)C)C)[C@]3(CCC/2)C)\C(CC1)=C,Ergocalciferol,0.0
OC1Cc2c(cccc2)C1NC(=O)C(Cc1ccccc1)CC(O)CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1,Indinavir,1.0
OC1[C@H]2[C@H]([C@@H]3CCC(C(=O)C)[C@]3(C1)C)CC(C1=CC(=O)CC[C@@]12C)C,Medrysone,0.0
OCC,Ethanol,1.0
OCC(C(=O)N(Cc1ccncc1)CC)c1ccccc1,Tropicamide,0.0
OCC(N)(CO)CO,Tromethamine,0.0
OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)C,Ergonovine Maleate,0.0
OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)CC,Methylergometrine,0.0
OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3n(c1)C)CC,Methysergide,0.0
OCC(NCCNC(CC)CO)CC,Ethambutol,1.0
OCC1CC(n2c3nc(nc(NC4CC4)c3nc2)N)C=C1,Abacavir sulfate,1.0
OCC=C,Allyl alcohol,1.0
OCCCCCCCCCCCCCCCCCCCCCC,Docosanol,0.0
OCCN,Ethanolamine,0.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,Dipyridamole,0.0
OCCO,Ethylene glycol,1.0
OCCn1c(ncc1[N+](=O)[O-])C,Metronidazole,1.0
OC\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,Vitamin A,1.0
O[C@@H]1C[C@H]2[C@H](C\C(\C2)=C\CCCC(O)=O)[C@H]1\C=C\[C@@H](O)[C@@H](CC#CC)C,Iloprost,0.0
O[C@H]([C@@H](N)C)c1ccccc1,Cathine,0.0
O[C@H]1[C@H](O)[C@](O)(C[C@H](NC(CO)CO)[C@@H]1O)CO,Voglibose,1.0
