Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
1322,Oc1cc(ccc1O)CC(C(Cc1cc(O)c(O)cc1)C)C,Nordihydroguaiaretic acid,0,Zhu LD,1,Fourches,,,,,,,,,,,,,,I ,0,Rodgers,,,,1/3,Zhu  Fourches  Rodgers,Negative,0,49.557446,0,0,4,5,4,0,12,0,44,4,8,22,18,59.048847,1.3420192,0,0,18,0,0,22,0,0,4,0,0,1.7417469,-2.7208736,-0.67003149,0.7092672,2.6664441,-2.6508291,-0.59395152,0.75203007,2.7439249,-2.467011,-0.52240682,0.84911585,2.923784,24.050554,5,0.2173913,12,45,0,23,5,5,0.2173913,33,0,16.275656,12.82187,11.033015,12.275657,10.363081,7.3821321,6.4877048,8.0536804,2,2,0.71228379,13,0,-0.79922974,-0.43146104,0.11674429,2.6912649,-0.76661044,-0.30178681,0.14950585,2.8182673,-0.53570884,-0.23837537,0.22775474,2.9430897,18.340265,8.203125,5.2631578,14.602181,6.4553256,4.1067772,4.2846289,4,4,1,0,4.48,-4.4892602,8.5465517,0,1,12,1,2,5,0,3.316,-3.316,1.988054,-1.988054,0.10936406,0.17971072,51.184631,25.592316,33.834076,0,41.296692,0,0,70.839325,62.005161,0,0,0,0,31.070162,0.77086216,0.51900899,0.098378599,0.22913784,0.48099101,0.13075924,243.45551,163.91464,31.070162,72.366852,151.90771,41.296692,0.46153846,0.85714287,3.316,-3.316,0.13570566,0.16043426,0.77086216,0.34518349,0.098378599,0.22913784,0.65481651,0.13075924,243.45551,109.01666,31.070162,72.366852,206.80569,41.296692,7,0,2,0.13570566,0.16043426,1,3.56634,101.54091,0,0,0,15.192742,37.736813,0,105.85911,0,87.62574,8.5279198,0,101.54091,8.8215923,27.344862,0,143.59592,0,66.652031,80.919998,0.4530769,5.523562,3.4578464,8.5947771,315.82236,424.50775,0,0,0,0,227.95309,0,54.267685,302.37,1189,32,110,0.062766574,0.0072237654,0.2,1,1,0
1323,Oc1cc(ccc1O)CC(N)C(O)=O,Levodopa,,,1,Fourches,0,1,LiuR_2015,,,,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,1/5,Zhu  Fourches  LiuR  LiuZ_Pfizer  Ekins,Negative,0,27.482723,0,0,2,3,5,0,6,0,25,5,10,14,8,41.513332,1.6605333,0,0,9,0,0,11,0,1,4,0,0,2.3459485,-2.4796262,-0.72912878,0.78971833,2.50634,-2.7318888,-0.68548989,0.79554653,2.470031,-2.2291598,-0.58251387,0.91537446,2.7499163,12.323277,3,0.21428572,6,25,1,14,4,3,0.21428572,18,0,10.715178,7.3437471,5.0165076,5.7151785,6.5029078,3.9967885,2.7885108,3.6161563,1,1,0.80956817,8,0,-0.81081915,-0.48173141,0.1842486,2.2848492,-1.3634712,-0.412056,0.16542514,2.3620329,-0.49916703,-0.25246677,0.28364262,2.5441172,12.071428,5.1855955,3.5918367,9.3661032,3.9374435,2.682368,2.6341789,5,5,1,0,-2.10373,-0.38321,4.9376984,0,1,6,1,1,3,0,3.868,-3.868,1.7842343,-1.7842343,0.15517105,0.20023973,8.5307722,20.207504,34.155064,0,30.972517,14.708499,0,35.419662,12.254904,0,0,0,13.566921,29.953741,0.55347717,0.45650205,0.21785429,0.44652283,0.54349792,0.22866853,110.56791,91.195229,43.52066,89.201675,108.57436,45.681019,0.5,1,3.868,-3.868,0.17037229,0.25594622,0.45143968,0.4129453,0.21785429,0.54856032,0.58705467,0.33070603,90.183922,82.493912,43.52066,109.58566,117.27567,66.065002,4,0,1,0.17037229,0.25594622,1,0.052170001,83.667641,7.7454643,27.844185,25.385227,3.185575,18.868406,0,52.929554,0,10.486856,4.90868,23.862217,50.770454,25.385227,17.6544,32.897186,71.797958,7.7454643,0,103.78,0.59167278,4.8073549,2.813458,7.2928128,199.76958,243.5743,0,0,0,0,89.059105,14.708499,72.01017,197.19,321,18,66,0.021479953,0.0049688704,0.0,0,0,0
1324,Oc1cc(ccc1O)CCN,Dopamine,,,1,Fourches,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,1/4,Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Negative,0,24.118723,1,1,0,0,3,0,6,0,22,3,6,11,8,34.053749,1.5478976,0,0,8,0,0,11,0,1,2,0,0,2.3101289,-2.4812517,-0.75645959,0.80008495,2.417254,-2.6658361,-0.68841684,0.8201108,2.4668438,-2.2078369,-0.59403539,0.94868475,2.6908786,11.365277,2,0.18181819,6,22,0,11,4,2,0.18181819,16,0,8.2675848,6.118042,4.6462646,5.2675848,5.236382,3.4470491,2.5915873,3.3745749,0,0,0.73136944,7,0,-0.83923024,-0.45616448,0.1784725,2.1893551,-1.3632277,-0.31517491,0.16547732,2.3205357,-0.50854105,-0.25213388,0.28132838,2.461899,9.090909,4.1326532,2.5,7.1800485,3.1784728,1.8774369,2.0746899,3,4,1,0,0.66900003,-0.38736999,4.275435,0,1,6,1,1,2,0,2.648,-2.648,1.2172136,-1.2172136,0.17862244,0.29351839,17.061544,12.796158,34.155064,0,20.648346,0,0,48.611984,12.254904,0,0,0,0,22.186199,0.74459797,0.49520606,0.13228576,0.25540203,0.50479394,0.12311626,124.87965,83.053093,22.186199,42.834545,84.66111,20.648346,0.42857143,0.75,2.648,-2.648,0.16993958,0.37386706,0.56315631,0.3646647,0.13228576,0.43684372,0.63533527,0.30455798,94.449303,61.159451,22.186199,73.264893,106.55475,51.078697,4,0,1,0.16993958,0.37386706,1,0.59897,83.667641,0,0,18.439579,3.185575,18.868406,0,52.929554,0,10.486856,4.2529998,0,50.770454,0,13.672431,32.897186,71.797958,18.439579,0,66.480003,0.68403846,4.4594316,2.5117786,6.5841622,167.7142,209.44408,0,0,0,0,102.65907,0,44.876331,153.181,160,13,50,0.07684315,0.0063757701,0.0,0,0,0
1325,Oc1cc(ccc1O)CCNC(CCc1ccc(O)cc1)C,Dobutamine ,,,1,Fourches,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,I ,0,Rodgers,-1,0,Chen,1/6,Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers  Chen,Negative,0,50.52224,0,0,3,4,4,0,12,0,45,4,8,22,18,63.277927,1.4061762,0,0,18,0,0,23,0,1,3,0,0,1.5172908,-2.68238,-0.6812095,0.7353192,2.6033216,-2.7744792,-0.58829653,0.81089687,2.6169548,-2.4099348,-0.53143579,0.88590878,2.8716073,25.803761,7,0.30434781,12,46,0,23,7,7,0.30434781,34,0,15.949383,12.78887,10.947229,12.242276,10.541714,7.5651555,6.2521062,7.9014149,1,1,0.6972127,15,0,-0.85025412,-0.40780544,0.11148158,2.5909841,-1.1530688,-0.31885076,0.1647936,2.6722684,-0.52314502,-0.22812752,0.22100739,2.847019,18.340265,9.333333,6.5743942,14.602181,7.3447256,5.1299186,4.8749552,4,4,1,0,3.6659999,-2.4593501,8.7831116,0,1,12,1,2,7,0,3.8340001,-3.8340001,1.8899834,-1.8899834,0.11503892,0.19038916,67.522919,38.316223,25.536053,0,30.972517,0,0,98.288315,36.764713,0,0,0,0,23.439512,0.83040774,0.49399206,0.073056646,0.16959228,0.50600791,0.096535638,266.42822,158.49254,23.439512,54.412029,162.3477,30.972517,0.46666667,0.875,3.8340001,-3.8340001,0.11737089,0.23474178,0.7526204,0.35419783,0.073056646,0.24737959,0.64580214,0.17432295,241.47092,113.64091,23.439512,79.369331,207.19933,55.929817,8,0,2,0.11737089,0.23474178,0.31818181,2.9567399,94.166428,0,3.9819686,18.439579,6.37115,37.736813,0,123.50229,18.868406,49.056297,8.7368097,0,76.155678,18.01075,26.083403,0,180.10751,18.439579,33.326015,72.720001,0.4530769,5.523562,3.6737688,8.5625687,320.84024,432.27264,0,0,0,0,244.2851,0,46.383339,301.38599,1346,28,106,0.22256333,0.088094994,0.0,0,0,0
1326,Oc1cc(ccc1O)C[C@](N)(C(O)=O)C,Methyldopa,1,Zhu Calibration,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,1,LiuZ_Pfizer,severe hepatotoxic,0,LiuZ_OBrien,1,Ekins,NA ,,Rodgers,1,1,Chen,8/8,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Rodgers(NA)  Chen,Positive,1,30.576309,0,0,2,3,5,0,6,0,28,5,10,15,9,45.280941,1.6171764,0,0,10,0,0,13,0,1,4,0,0,2.4803779,-2.5710919,-0.61580402,0.66611087,2.6001499,-2.7890465,-0.6255157,0.60816932,2.5283949,-2.3271534,-0.43065622,0.777978,2.8387053,14.509691,3,0.2,6,28,1,15,4,3,0.2,21,0,11.637828,8.2663965,5.9391575,6.6378284,6.8262043,4.3587604,3.1951406,4.0168033,1,0,0.78811288,8,0,-0.80973303,-0.48029286,0.18119456,2.4017119,-1.3634696,-0.32238689,0.12397403,2.4546092,-0.50851089,-0.25235981,0.27391174,2.6519229,13.066667,4.8884296,3.5,10.32718,3.7928848,2.674763,2.6113203,5,5,1,0,-1.69673,-0.71042001,5.3683043,0,1,6,1,1,3,0,3.868,-3.868,1.8158267,-1.8158267,0.15406665,0.19675589,21.326929,12.796158,34.155064,0,30.972517,14.708499,0,54.167339,12.254904,0,0,0,13.566921,29.953741,0.60160404,0.4910312,0.19437364,0.39839596,0.50896883,0.2040223,134.70039,109.9429,43.52066,89.201675,113.95917,45.681019,0.5,1,3.868,-3.868,0.17037229,0.25594622,0.52461493,0.36843747,0.19437364,0.47538507,0.63156253,0.28101143,117.46237,82.493912,43.52066,106.4397,141.40816,62.919044,4,0,1,0.17037229,0.25594622,0,0.44227001,83.667641,7.7454643,23.862217,25.385227,3.185575,18.868406,0,52.929554,0,43.81287,5.3703799,23.862217,50.770454,25.385227,13.672431,32.897186,71.797958,7.7454643,33.326015,103.78,0.56650949,4.9068904,2.8088794,7.5069323,223.90207,268.00348,0,0,0,0,111.76801,14.708499,72.01017,211.217,374,21,74,0.05847878,0.0088871801,0.0,0,0,1
1327,Oc1cc(ccc1O)C[C@](NN)(C(O)=O)C,Carbidopa,0,Zhu Calibration,,,0,1,LiuR_2015,,,,0,LiuZ_Pfizer,no hepatotoxic,0,LiuZ_OBrien,0,Ekins,,,,1,1,Chen,2/6,Zhu  LiuR  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Chen,Negative,0,32.343102,0,0,2,4,6,0,6,0,30,6,12,16,9,50.684467,1.6894822,0,0,10,0,0,14,0,2,4,0,0,2.54983,-2.5901625,-0.64714849,0.68745822,2.6162231,-2.8485167,-0.63563073,0.65395051,2.534657,-2.3439312,-0.46915993,0.80743271,2.8518863,14.942898,4,0.25,6,30,1,16,5,4,0.25,23,0,12.344935,8.7663965,5.9391575,6.6378284,7.3868647,4.6087604,3.1951406,4.0168033,1,0,0.79805684,8,0,-0.86139148,-0.48570117,0.17766821,2.4443107,-1.4444604,-0.36457083,0.13533291,2.4794014,-0.51014835,-0.25432646,0.25942916,2.6925302,14.0625,5.5576558,3.495199,11.292948,4.392468,2.7294412,3.1002445,6,6,1,1,0.347,-0.69035,5.6926274,1,1,6,1,1,4,1,4.2280002,-4.2280002,2.0101526,-2.0101526,0.13988701,0.17773508,30.028244,12.796158,42.774078,0,30.972517,14.708499,0,45.466026,12.254904,0,0,3.8753545,23.956503,23.30262,0.5968287,0.45330939,0.21294063,0.40317127,0.54669058,0.19023064,143.31941,108.85541,51.13448,96.815498,131.2795,45.681019,0.5,1,4.2280002,-4.2280002,0.15586565,0.17029329,0.4891516,0.37523794,0.21294063,0.5108484,0.62476206,0.29790777,117.46237,90.107727,51.13448,122.67254,150.02718,71.538055,4,1,1,0.15586565,0.17029329,0,-0.053130001,101.43335,7.7454643,23.862217,25.385227,3.185575,18.868406,0,52.929554,0,43.81287,5.6839499,23.862217,50.770454,43.273457,13.672431,32.774666,71.797958,7.7454643,33.326015,115.81,0.54356444,5,2.8438807,7.7047524,240.1349,283.47855,0,0,0,0,111.76801,14.708499,85.169678,226.23199,442,24,78,0.020953555,0.010168146,0.0,0,0,0
1328,Oc1cc(ccc1O)[C@@H](O)[C@@H](NC(C)C)CC,Isoetarine,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,40.388653,0,0,2,3,4,0,6,0,38,4,8,17,13,54.321976,1.4295257,0,0,13,0,0,21,0,1,3,0,0,2.5334656,-2.7060788,-0.52032781,0.60662884,2.6459947,-2.7915998,-0.51679188,0.56287837,2.6621256,-2.4405489,-0.41861761,0.69971567,2.9036479,23.617348,5,0.29411766,6,38,0,17,7,5,0.29411766,32,0,12.999636,10.512849,8.6712084,9.2925291,7.9515963,5.9128609,4.6300979,5.403049,2,0,0.7003085,9,0,-0.84332687,-0.36039641,0.082903698,2.6008475,-1.1529464,-0.31097218,0.083508119,2.6737819,-0.52451426,-0.22122549,0.15790968,2.8420594,15.058824,6.8052931,4.3017831,13.001166,5.8177919,3.6487999,4.4492989,4,4,1,0,2.4119999,-1.38234,6.7123995,0,1,6,1,1,5,0,3.2379999,-3.2379999,1.7311603,-1.7311603,0.12559302,0.22275783,61.74194,21.966473,25.536053,0,30.972517,0,0,72.915016,31.002581,0,0,0,0,23.439512,0.79664689,0.47596952,0.087600082,0.20335314,0.52403051,0.11575305,213.16206,127.35711,23.439512,54.412029,140.21698,30.972517,0.44444445,0.80000001,3.2379999,-3.2379999,0.13897468,0.27794936,0.72258937,0.23325413,0.087600082,0.27741063,0.76674587,0.18981053,193.34619,62.412762,23.439512,74.22789,205.16133,50.78838,5,0,1,0.13897468,0.27794936,0.29411766,2.0033,94.166428,0,7.9639373,0,3.185575,0,0,52.929554,25.337055,110.4649,6.7193098,0,76.155678,18.01075,28.105019,0,71.797958,0,99.978043,72.720001,0.52255934,5.0874629,2.9657774,7.8820238,267.5741,341.72797,0,0,0,0,192.44252,0,46.383339,239.31499,534,24,80,0.20139234,0.018423298,0.0,0,0,0
1329,Oc1cc(ccc1O)[C@@H](O)[C@H](N)C(O)=O,Droxidopa,1,Zhu LD,,,,,,,,,,,,,,,,,,,,,,1/1,Zhu,Positive,1,28.284723,0,0,2,3,6,0,6,0,26,6,12,15,8,44.018719,1.6930276,0,0,9,0,0,11,0,1,5,0,0,2.5198035,-2.4857509,-0.72145009,0.77729183,2.5433748,-2.7171497,-0.69967026,0.73255211,2.5177038,-2.2478995,-0.56538767,0.90820068,2.7676671,12.323277,3,0.2,6,26,1,15,5,3,0.2,19,0,11.585422,7.6612043,4.8867512,5.585422,6.930428,4.1151943,2.6487174,3.4663265,2,0,0.8456642,8,0,-0.80446112,-0.48413962,0.19113083,2.3272107,-1.363524,-0.42387637,0.12847263,2.3999202,-0.50432789,-0.25958803,0.27392274,2.5766571,13.066667,5.3650794,3.2256,10.32718,4.1627126,2.4650617,2.8659389,6,6,1,1,-2.76473,-0.1192,5.0576701,0,1,6,1,1,3,1,4.5479999,-4.5479999,2.1308353,-2.1308353,0.13113734,0.18073212,0,21.326929,42.205956,0,41.296692,14.708499,0,26.718348,12.254904,0,0,0,13.566921,37.721279,0.48859087,0.43022716,0.24446291,0.5114091,0.56977284,0.26694623,102.50613,90.261452,51.2882,107.29339,119.53807,56.005188,0.5,1,4.5479999,-4.5479999,0.14489886,0.2176781,0.36805239,0.43022716,0.24446291,0.63194758,0.56977284,0.3874847,77.217224,90.261452,51.2882,132.58231,119.53807,81.294106,4,0,1,0.14489886,0.2176781,1,-0.36140001,109.05286,7.7454643,27.844185,25.385227,3.185575,0,0,52.929554,6.4686494,10.486856,5.0453601,23.862217,76.155678,25.385227,24.123049,32.897186,52.929554,7.7454643,0,124.01,0.56650949,4.9068904,2.7924902,7.5137072,209.79953,252.09651,0,0,0,0,81.709129,14.708499,85.577095,213.189,370,22,72,0.051605821,0.0086361421,0.0,0,0,1
1330,Oc1cc2CCC3C4CCC(=O)[C@]4(CCC3c2cc1)C,Estrone,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,3/3,Fourches  LiuZ_Pfizer  Ekins,Positive,1,47.953445,0,0,1,1,2,0,6,0,42,1,3,20,17,51.311188,1.2216949,0,0,18,0,0,22,0,0,2,0,0,1.5691407,-2.8700118,-0.57500052,0.5580678,2.9055552,-2.7837393,-0.48361903,0.6034199,2.9821727,-2.6172185,-0.42335659,0.70419341,3.1596904,25.008554,0,0,6,45,1,23,2,0,0,38,0,13.905413,12.062204,11.206742,11.905413,9.5931721,7.9451866,7.5174561,8.4384718,4,3,0.69320309,10,0,-0.7877866,-0.39617342,0.041031398,3.0578723,-0.83775645,-0.29399142,0.092831656,3.1551912,-0.5352177,-0.23056428,0.15707804,3.2977931,13.648394,4.75,1.9608401,11.485277,3.958528,1.6225274,2.2732396,2,1,1,0,3.24,-4.1125798,7.8591242,0,1,20,1,4,0,0,1.84,-1.84,1.1748465,-1.1748465,0.18497175,0.30627292,85.478264,21.254677,8.458519,0,10.324173,0,0,72.433456,31.002581,0,0,0,13.566921,7.7675405,0.87351024,0.49851143,0.08524029,0.12648977,0.50148857,0.04124948,218.62749,124.77049,21.334461,31.658634,125.51563,10.324173,0.5,1,1.84,-1.84,0.24456522,0.30978259,0.83971483,0.24977913,0.08524029,0.16028516,0.75022089,0.075044878,210.16898,62.516251,21.334461,40.117153,187.76988,18.782692,5,1,4,0.24456522,0.30978259,1,3.8173699,25.385227,5.6876111,23.862217,0,15.192742,18.868406,4.4107962,52.929554,94.342026,38.569443,7.7730799,23.862217,25.385227,8.8215923,16.025373,0,166.13998,5.6876111,33.326015,37.299999,0.51481563,5.523562,2.957881,8.3559732,250.28613,390.03287,13.566921,0,0,0,191.18611,8.458519,27.133842,270.37198,724,39,118,0.70633715,0.049671333,0.0,0,0,1
1331,Oc1cc2CCC3C4CC[C@@](O)(C#C)[C@]4(CCC3c2cc1)C,Ethinyl estradiol,0,Zhu LD,1,Fourches,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,3/4,Zhu  Fourches  LiuZ_Pfizer  Ekins,Positive,1,52.807034,0,0,1,1,2,0,6,0,46,2,4,22,20,55.60619,1.2088301,0,0,20,0,0,24,0,0,2,0,0,1.5814986,-2.8824177,-0.57627642,0.63652807,2.9363711,-2.8057826,-0.61267513,0.64595401,3.0056298,-2.6298041,-0.43044993,0.77529645,3.1828749,26.236967,0,0,6,49,0,25,3,1,0.039999999,42,1,15.53517,13.17852,12.284093,13.53517,10.483112,8.5033445,8.0561314,9.4057617,5,3,0.68229443,11,0,-0.79152739,-0.3964678,0.05747506,3.1384826,-0.88819593,-0.32358333,0.11626016,3.2301691,-0.53540993,-0.2291801,0.17923997,3.3753328,15.5232,5.25,2.1111112,13.008226,4.3601103,1.7418888,2.5780592,2,2,1,0,4.223,-5.1370401,8.6531601,0,1,21,1,4,1,0,2.3269999,-2.3269999,1.4663695,-1.4663695,0.14819826,0.25640723,76.776947,21.254677,4.2653861,0,20.648346,0,0,81.134766,46.811077,25.854858,0,0,0,15.535081,0.87620336,0.57935923,0.053151157,0.12379665,0.42064074,0.070645496,256.09772,169.33578,15.535081,36.183426,122.94536,20.648346,0.45454547,0.83333331,2.3269999,-2.3269999,0.20627417,0.29222175,0.87620336,0.33659449,0.053151157,0.12379665,0.66340548,0.070645496,256.09772,98.380226,15.535081,36.183426,193.90091,20.648346,6,0,4,0.20627417,0.29222175,0.31818181,3.6125779,50.770454,0,0,17.030573,46.680923,18.868406,4.4107962,52.929554,94.342026,38.569443,8.6506596,0,50.770454,8.8215923,33.055946,0,166.13998,31.488184,33.326015,40.459999,0.47938794,5.643856,3.0712955,8.6308546,292.28113,434.43121,0,0,0,0,236.40306,0,27.133842,296.41,941,46,130,0.82533681,0.079424955,1.0,2,1,1
1332,Oc1cc2CC[C@H]3[C@@H]4C[C@@H](O)[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,Estriol,,,0,Fourches,,,,,,,,,,,,,,,,,,,,0/1,Fourches,Negative,0,50.089031,1,1,0,0,3,0,6,0,45,3,6,21,18,57.28075,1.2729056,0,0,18,0,0,24,0,0,3,0,0,1.5780936,-2.8833909,-0.56545192,0.65024519,2.9386005,-2.8056743,-0.5525462,0.58882391,2.99067,-2.630348,-0.44356212,0.76373404,3.1823053,26.236967,0,0,6,48,0,24,3,0,0,42,0,14.775657,12.495976,11.154336,11.775657,10.003856,8.184164,7.444159,8.2718048,6,0,0.71049047,10,0,-0.79675961,-0.38606715,0.086709164,3.1268961,-0.9300651,-0.33904243,0.055582512,3.2041955,-0.53571004,-0.22952813,0.17230679,3.3582544,14.583333,5,2.0663266,12.967774,4.418582,1.8173711,2.7285321,3,3,1,0,2.836,-3.81408,8.0435925,0,1,20,1,4,0,0,2.6300001,-2.6300001,1.6461399,-1.6461399,0.13201395,0.23643886,68.246178,39.595306,0,0,30.972517,0,0,72.433456,31.002581,0,0,0,0,23.30262,0.79561442,0.47726375,0.087751411,0.20438559,0.52273625,0.11663418,211.27751,126.73866,23.30262,54.275139,138.814,30.972517,0.5,1,2.6300001,-2.6300001,0.17110266,0.25855514,0.75867313,0.24283098,0.087751411,0.24132688,0.75716901,0.15357548,201.46767,64.484413,23.30262,64.084999,201.06825,40.782375,5,0,4,0.17110266,0.25855514,0.42857143,2.5799699,76.155678,0,12.937299,0,15.192742,18.868406,4.4107962,52.929554,75.473625,38.569443,8.0120401,0,76.155678,8.8215923,28.962673,0,147.27158,0,33.326015,60.689999,0.49641782,5.5849624,3.0047233,8.4995279,265.55264,405.8985,0,0,0,0,192.29466,0,40.700764,288.38699,826,42,124,0.75464308,0.072243951,0.0,0,0,0
1333,Oc1cc2[C@@]34CCCC[C@@]3(O)[C@H](N(CC4)CC3CCC3)Cc2cc1,Butorphanol,1,Zhu Calibration,,,,,,,,,,,,,,,,,,,,,,1/3,Zhu  LiuZ_SIDER  Rodgers,Negative,0,59.000996,0,0,2,2,3,0,6,0,53,2,5,24,21,68.459671,1.2916919,0,0,21,0,0,29,0,1,2,0,0,1.4850994,-2.9467697,-0.57109654,0.61709058,2.9158492,-2.9899378,-0.50080705,0.67963219,2.9246702,-2.6890571,-0.43391007,0.76162505,3.169194,33.683002,2,0.071428575,6,57,0,28,3,2,0.071428575,51,0,16.363596,14.506567,13.164926,13.786246,11.622759,9.9117842,8.5739155,9.3955784,3,0,0.68988472,11,0,-0.85932159,-0.38933268,0.033342104,3.2198269,-0.96076322,-0.31785125,0.10960802,3.2600219,-0.58726293,-0.22777903,0.15305643,3.4587994,16.193878,5.75,2.2642014,14.622926,5.1680827,2.0282538,3.1488538,3,2,1,0,3.7590001,-3.4502101,9.429081,0,1,24,1,5,2,1,2.76,-2.76,1.6122768,-1.6122768,0.13478667,0.23949642,131.89987,21.254677,0,0,20.648346,0,0,81.134766,38.358845,0,0,0,0,15.535081,0.88283765,0.43722436,0.050302759,0.11716232,0.56277567,0.066859566,272.64816,135.02869,15.535081,36.183426,173.8029,20.648346,0.45454547,0.83333331,2.76,-2.76,0.16304348,0.29347825,0.78721726,0.18364984,0.050302759,0.21278276,0.81635016,0.16248,243.11755,56.716873,15.535081,65.714035,252.11472,50.178955,6,0,5,0.16304348,0.29347825,0,3.3655701,50.770454,3.1243138,3.9819686,36.879158,10.781946,18.868406,0,52.929554,150.94725,5.2434282,9.4225597,0,53.894768,4.4107962,15.596547,0,222.74521,36.879158,0,43.700001,0.46012789,5.8073549,3.0552919,8.9095345,308.83157,474.67062,0,0,0,0,252.08464,0,27.133842,327.46799,1145,50,144,0.20614311,0.085017145,0.0,1,0,0
